双	0.231586	0.115291	0.176015	-0.307894	0.032281	0.014520	0.105758	-0.081892	-0.122688	0.006838	0.018656	0.263568	-0.026604	0.007256	0.144683	0.310169	0.015821	0.100678	0.402577	-0.081623	-0.488019	-0.053400	0.253568	0.028127	0.086659	0.092086	0.147787	0.326555	-0.069914	-0.196422	-0.162165	0.375610	0.446882	0.149885	0.125421	0.022130	-0.039386	-0.341929	0.189979	-0.142734	-0.260796	-0.127086	-0.107465	-0.147373	0.713292	0.442875	0.147167	0.266258	0.138074	0.060139	O
滦	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O
区	-0.052186	0.630478	0.027923	0.259676	0.341336	-0.494611	-0.167173	-0.398846	-0.059424	-0.039716	0.212070	0.273011	-0.087840	-0.493247	0.232052	-0.147558	-0.000629	0.049996	0.050602	0.112901	-0.123110	-0.446108	-0.517262	-0.587852	0.257418	-0.338650	-0.302091	0.536837	0.354548	-0.124916	-0.453736	0.637673	0.503572	-0.149528	0.822136	0.077195	0.633903	-0.652221	0.398998	-0.386094	-0.451082	-0.308789	-0.307711	0.068607	0.359550	0.528660	-0.191777	0.796358	-0.085542	-0.189912	O
应	-0.122899	-0.142945	-0.323740	-0.116448	0.177512	0.056719	-0.124818	-0.168956	-0.261478	-0.275476	0.270311	-0.371489	0.270888	0.138571	-0.190066	0.131434	-0.297388	0.277229	0.326530	0.136174	0.037035	-0.055730	0.201610	-0.559082	0.294096	-0.019592	-0.183155	-0.349889	0.520800	0.244541	-0.526599	-0.615962	0.590204	-0.324145	-0.388859	-0.030756	-0.167855	-0.290248	0.115604	-0.501294	0.045152	0.550337	0.004040	0.252030	0.216024	-0.224798	-0.686588	-0.555452	-0.098614	-0.552439	O
营	-0.520912	0.107031	-0.382892	0.266606	-0.605444	0.137420	-0.497934	-0.822224	-0.068692	0.433945	-0.340752	-0.193719	0.320927	-0.085027	-0.380690	-0.355297	0.207803	0.299277	-0.032177	-0.038580	-1.146851	-0.466877	0.472160	0.517330	-0.897255	0.039006	0.260495	-1.046375	-0.134573	0.389786	0.375582	0.232228	-0.946999	-0.351969	0.777243	-0.317837	-0.492838	-1.080436	-0.498102	0.603671	0.251212	0.940846	0.144972	-0.229370	0.054698	-0.196205	-0.186744	-0.083750	-0.148686	-0.107309	O
子	0.086961	0.406624	-0.181834	0.273646	-0.341733	-0.365379	0.275403	-0.254946	-0.421296	0.100279	-0.023178	0.320082	0.711116	0.086384	-0.176391	0.467888	-0.087911	-0.513878	-0.134510	-0.303592	0.116372	-0.245736	0.425381	0.002812	-0.133409	-0.142708	0.028123	0.341566	0.546843	0.445627	-0.239487	0.365699	-0.569193	-0.304866	0.303657	0.338029	-0.029207	-0.463044	0.152058	-0.505196	0.212079	0.177959	-0.442341	0.300801	-0.084940	-0.228340	-0.285788	0.513859	-0.278816	-0.107657	O
村	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O
人	-0.047324	0.164656	-0.043693	0.569013	0.653670	-0.144184	0.252612	-0.345986	0.367148	0.212034	0.398237	0.183664	0.797497	-0.249084	-0.004754	-0.000847	-0.021081	0.159329	-0.129951	-0.037517	-0.462657	-0.170721	0.160628	-0.074122	-0.332338	0.413578	0.276153	-0.307178	0.079356	0.261756	-0.165351	-0.158333	0.061232	-0.266962	-0.163148	0.739551	0.526695	-0.011961	0.538746	-0.273146	-0.009523	-0.075700	0.408238	-0.415604	0.104301	-0.297331	-0.154469	0.035122	-0.182899	-0.128270	O
,	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O
主	-0.349075	0.358490	0.172455	0.079261	-0.035153	0.123638	0.315197	-0.262083	-0.115316	-0.011274	0.455837	0.249132	-0.293048	-0.006647	0.105854	-0.113153	0.036516	0.480143	-0.296164	0.230055	-0.549037	-0.035658	-0.175562	-0.205044	-0.406714	0.384411	0.066303	-0.296726	0.095966	-0.211233	0.028854	-0.070307	0.197759	-0.341580	-0.453159	0.138899	0.321141	-0.797614	0.595166	-0.047725	-0.118899	-0.264278	0.175580	-0.208950	0.434096	-0.175644	-0.009743	0.183861	-0.331149	-0.164448	O
因	0.451624	0.285462	0.356177	-0.044936	0.220731	-0.431437	0.764609	-0.146381	-0.147135	-0.175117	0.463172	-0.083058	-0.122085	-0.238197	0.016605	-0.052462	-0.095236	0.087522	0.072936	-0.097689	0.118057	-0.681823	-0.158472	0.213912	-0.320570	0.046855	-0.021896	-0.455468	-0.031892	0.600145	-0.027601	-0.223617	0.434358	-0.252161	-0.335669	-0.129378	0.080776	-0.112444	0.163141	-0.144578	0.159567	0.070788	0.162270	0.022665	0.419144	0.286107	-0.229919	-0.095432	0.100449	0.054222	O
右	0.008064	0.289440	0.176176	-0.240980	0.089719	-0.249689	0.204784	0.095581	-0.187323	0.081339	0.367345	0.366393	-0.086390	0.029871	0.344212	0.281968	-0.181407	-0.166660	0.234799	-0.235984	-0.171900	-0.480606	-0.228527	-0.153896	-0.164009	0.133750	0.062055	-0.006012	-0.423960	-0.389829	0.106508	0.098458	0.216282	-0.002847	0.020445	0.219599	-0.081805	0.012961	0.072483	-0.479255	0.013221	0.077633	-0.052609	-0.165933	0.624431	0.422986	0.063901	0.376411	-0.019042	-0.024634	Bo-B
髋	0.239991	0.546099	0.632489	0.515534	-0.239757	-0.542985	0.053713	1.052421	0.231407	0.790190	0.768149	0.418172	0.574120	0.156878	-0.038965	0.234157	-0.261742	0.291032	0.688478	-0.232064	-0.076612	-0.155215	0.706751	-0.528705	-0.534599	-0.131681	0.652998	0.418423	-0.111772	-0.446498	0.132415	0.211719	-0.013741	0.209787	-0.558766	0.895223	-0.204100	0.219626	0.305784	-0.459899	0.079961	-0.049771	1.127522	-0.840073	0.267020	0.660554	0.417332	0.208322	-0.667012	0.458741	Bo-I
部	0.190891	0.187707	0.258641	-0.187104	-0.296598	0.273653	0.212049	0.262376	-0.215447	-0.053205	0.059558	-0.041064	-0.036031	0.109060	0.100680	0.011170	-0.180930	0.007594	0.321211	-0.596169	-0.440240	-0.157729	-0.112820	-0.229776	0.069813	0.376671	0.090790	0.220901	-0.293648	0.142738	0.120943	0.304197	0.148535	-0.023163	-0.086896	-0.105897	-0.079906	0.089620	-0.097035	-0.443462	0.006158	0.139511	0.050919	-0.378758	0.178662	0.417238	0.222711	0.270394	-0.294735	-0.369545	Bo-I
摔	-0.409671	0.784813	0.447013	0.528930	0.960223	0.281891	-0.143507	1.867551	-0.058515	1.375270	1.228225	-0.094294	0.199977	-1.880711	-0.666559	0.249940	-0.355712	1.262056	0.288075	0.273303	-0.426345	-1.344923	0.288218	-0.879216	-0.857939	0.336799	-0.342152	-1.131439	-0.751231	0.158900	0.679411	-0.731547	0.978667	-0.197290	0.773676	0.434042	-0.560323	0.355708	-0.075743	0.041583	0.303077	0.596507	1.189141	0.296794	-0.550217	0.790539	-0.099538	0.291121	-0.178955	-0.844426	O
伤	0.275282	0.369945	-0.432209	0.060323	0.401406	0.273990	-0.020700	0.856436	-0.244906	0.599653	-0.428893	0.179791	0.271189	0.030843	-0.167772	0.166658	-0.164303	0.637415	0.717001	0.165136	-0.011781	-0.373318	-0.064049	0.258380	-0.826534	-0.120877	-0.450649	0.161432	-0.504565	0.062586	0.085963	-0.448965	0.302280	-0.205828	0.377575	-0.143892	-0.109612	0.401090	0.679441	0.074988	0.377499	0.648806	0.161909	-0.299836	-0.234360	0.177597	-0.248942	0.672204	-0.301879	-0.508513	O
后	-0.031966	0.446695	-0.044140	0.152259	0.058762	0.005535	0.380579	0.098831	-0.322080	0.183995	0.081551	0.309284	0.445167	-0.194438	0.127688	0.208391	-0.042422	0.037520	-0.022295	-0.128328	-0.019838	-0.090666	-0.014209	-0.172798	-0.269722	0.100885	0.061616	-0.244208	0.195204	0.335388	0.337060	-0.146990	-0.174612	-0.217238	-0.388105	0.164413	0.275952	-0.108901	0.216973	-0.082997	-0.021435	-0.037612	-0.017250	-0.297933	0.055242	-0.103521	-0.163365	0.205463	-0.384752	-0.109737	O
疼	-0.027419	0.089633	0.210135	-0.241816	0.082416	-0.196247	0.613226	0.820557	-0.185842	0.279889	0.669753	-0.527152	-0.183162	0.137310	0.261990	0.129934	-0.133276	0.408929	0.728955	-0.322613	-0.153205	-0.340842	-0.000084	-0.321377	-0.599854	-0.015791	0.060948	0.062915	-0.558351	0.342060	0.366506	0.002332	-0.222398	-0.315636	0.163510	-0.532992	-0.490402	0.401527	0.233504	-0.226524	-0.372053	0.400914	0.374834	-0.698243	0.116167	0.120446	0.327635	0.620625	-0.493944	0.256341	Sy-B
痛	0.081487	0.339187	0.101550	-0.387166	-0.029094	-0.033155	0.098807	0.187417	-0.204620	-0.177229	0.361663	-0.376737	0.107647	-0.142528	0.081218	-0.055945	-0.000672	0.461494	0.227269	-0.094627	-0.083869	-0.432895	-0.125443	-0.037381	0.091868	-0.198269	-0.089565	-0.050304	-0.371440	0.223308	0.161802	0.317477	0.125350	-0.212793	0.103971	-0.216287	-0.153297	-0.096536	-0.030415	-0.394985	-0.185867	-0.092140	0.212331	-0.448728	0.171000	0.618679	0.280405	0.431384	-0.333158	0.143546	Sy-I
肿	0.163893	0.171977	0.033297	-0.315808	-0.110016	0.126290	0.187639	0.108520	0.238763	-0.476822	-0.023360	0.571595	0.002243	0.146071	-0.041819	0.448190	-0.101390	-0.000160	0.112071	-0.069856	-0.167749	0.149866	-0.189415	-0.158415	-0.166992	0.115545	-0.089554	0.380565	-0.366190	0.246971	-0.159691	0.145128	-0.014778	0.097254	0.104911	-0.144082	0.157513	-0.320691	0.112779	-0.465869	-0.156493	0.108897	0.120084	-0.269682	0.594042	0.267796	0.196759	0.351144	0.275028	0.200952	Sy-B
胀	-0.075654	0.122415	0.280179	-0.440012	0.388603	-0.211070	0.098266	0.574919	-0.399763	-0.108952	0.481631	-0.486470	0.145478	0.375189	-0.040907	0.089540	-0.184254	0.302107	0.461377	-0.337090	-0.692166	-0.090188	-0.603204	-0.260994	-0.127058	-0.032170	-0.321492	0.051697	-0.355458	0.578994	0.271855	0.318397	-0.359789	0.269273	-0.161003	-0.206654	0.095107	-0.273111	0.284913	-0.186037	-0.238866	0.386716	-0.109686	0.119401	0.050215	0.761796	0.573097	0.469049	-0.131632	0.223802	Sy-I
,	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O
活	-0.390398	-0.509603	-0.052375	-0.095826	-0.136522	-0.428666	0.125011	0.416454	-0.216424	0.079136	0.130738	0.013415	0.288786	-0.233916	-0.163279	0.635679	-0.329407	0.341966	0.157937	-0.040491	-0.146012	0.012965	0.285979	0.013778	0.256224	0.198888	0.054945	0.106935	0.141186	0.329274	0.117275	0.425669	0.061020	-0.705793	0.140995	-0.055025	0.031388	-0.226730	0.315993	-0.034332	-0.411479	0.029623	0.175268	-0.374942	0.450671	0.255704	0.175005	-0.095292	-0.163690	-0.061607	O
动	-0.606693	-0.110028	0.151822	0.120471	-0.532641	-0.187255	0.213175	-0.061787	-0.041189	0.074914	0.390260	0.126983	0.204308	-0.023957	0.050351	0.363055	-0.325032	0.652230	0.065105	-0.385059	-0.277248	-0.034819	0.053054	-0.151269	0.245213	0.512616	0.217717	0.226602	-0.006694	-0.075624	0.044064	0.208681	-0.014954	-0.113056	0.232378	-0.075493	0.040692	-0.441960	-0.052143	0.271332	-0.327747	-0.205014	0.266441	-0.279833	0.539669	0.243713	-0.031858	-0.023903	-0.185257	-0.269520	O
受	-0.580916	-0.553016	0.135020	0.052655	0.052724	-0.572027	0.179197	0.861317	0.276255	-0.027703	0.094425	-0.447339	0.299616	-0.237149	0.409845	0.830880	-0.109738	0.734811	-0.118512	-0.365476	-0.105347	0.180179	0.282339	0.140513	0.132206	0.098631	0.084461	-0.043444	-0.611008	0.142543	0.104967	-0.088669	0.228303	-0.850171	0.472936	-0.348781	-0.127232	0.048709	1.062315	-0.329803	-0.637533	0.207877	0.599312	-0.962082	0.662150	0.435772	-0.301019	0.058944	-0.185018	-0.499498	O
限	-0.328566	-0.252092	0.122384	-0.788688	0.096858	-0.050023	0.866179	0.921761	-0.022518	0.268866	0.616428	-0.677719	0.244473	-0.527878	-0.701440	0.293184	-0.661707	-0.080245	0.635707	-0.493784	0.052697	-0.151078	-0.417073	-0.170982	0.096418	0.501474	-0.159140	0.479867	-0.285866	0.194095	0.146666	-0.277414	0.392179	-0.615853	0.485305	0.041931	0.197625	-0.039596	-0.257174	-0.099916	-0.815404	0.412268	0.830967	-0.556327	1.135197	0.110751	0.073948	-0.319530	-0.286764	-0.327115	O
5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O
小	-0.255573	-0.162746	-0.094978	-0.089238	0.022870	0.054935	0.043558	0.059107	-0.225730	-0.066408	0.081470	0.140294	-0.090281	-0.119715	0.251207	0.392364	-0.154057	0.460211	0.075784	0.036955	-0.291961	-0.101061	0.113804	0.073627	-0.119727	0.149404	-0.244153	0.376144	0.053985	0.514644	0.782151	0.005839	-0.116813	-0.288419	0.094096	0.472969	0.050009	-0.267348	-0.518626	-0.208462	-0.088772	0.484031	-0.362736	0.283902	0.326225	0.427584	0.213949	0.132561	-0.047117	0.118061	O
时	-0.148393	-0.234984	0.246460	-0.040244	0.026487	0.073343	0.082320	0.241964	-0.356407	0.108748	0.088462	-0.546728	0.285839	-0.224973	-0.164446	0.303911	0.049580	0.349803	-0.005139	-0.176758	-0.073194	-0.327690	0.034769	-0.177504	-0.392957	0.353015	0.014966	0.257770	0.188377	0.458623	0.328288	-0.237239	0.061546	-0.220747	-0.002769	-0.010708	0.308930	0.204837	-0.244109	-0.350815	-0.238989	-0.108987	0.024509	-0.108830	0.158292	0.061287	-0.504973	-0.399116	-0.489316	0.200373	O
于	0.110672	0.016822	-0.047030	0.131537	0.161413	-0.485615	0.188787	-0.322679	-0.048491	-0.258875	0.336875	0.336481	0.342231	-0.288420	0.521815	-0.106348	-0.135201	-0.270757	-0.059061	-0.446514	0.044685	-0.684660	0.022491	-0.465007	-0.430646	0.444508	-0.112064	-0.122711	0.178466	0.316283	0.468094	-0.041009	0.215993	0.062197	-0.151572	0.352636	-0.074257	0.068321	0.250250	-0.128041	-0.011538	-0.436998	0.434847	0.230137	0.217720	0.203004	-0.468778	-0.001762	-0.032838	0.129472	O
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O
6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O
-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O
-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O
9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O
;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O
:	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O
入	0.653879	0.354012	0.270759	0.111258	-0.084067	0.068121	0.713659	0.092165	-0.256130	0.198776	0.052599	0.061168	0.306275	-0.550410	0.419114	-0.140124	0.043972	0.175419	0.087963	-0.325437	-0.067887	-0.351345	-0.092314	0.110141	-0.191178	0.085460	-0.012279	0.042914	0.228513	0.394756	0.115131	-0.081819	-0.135970	-0.249431	0.013327	0.092076	0.453921	-0.196596	-0.399514	-0.015953	0.028370	0.007664	-0.029984	-0.172325	0.111579	0.290288	-0.666501	0.028302	0.027344	0.413811	O
院	0.582123	0.364938	0.616289	0.216023	0.063470	0.179304	0.397318	0.060544	-0.338810	0.277642	-0.080003	0.044740	0.267729	-0.550173	0.270720	0.126342	-0.017686	-0.018644	0.012690	-0.467566	-0.188967	-0.305285	-0.225259	-0.097662	-0.128244	-0.004314	-0.349496	-0.159995	0.361416	0.522419	0.127002	-0.080976	0.023974	-0.260880	-0.058153	0.155772	0.171484	-0.283158	-0.011948	-0.040680	-0.146100	-0.120996	0.084662	-0.200136	0.118204	-0.019432	-0.511537	-0.047615	0.162959	0.221645	O
。	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O
																																																			
男	0.504630	-0.293839	0.199540	-0.171913	0.652733	-0.787136	1.369863	-0.371688	0.380740	0.160100	0.032855	0.359260	-0.687801	-0.483760	-0.161597	-0.363757	-0.177156	0.000943	0.132961	0.352103	-0.396355	-0.925822	-0.283788	0.295729	-0.638645	0.024396	0.233682	-0.603430	-0.149045	0.837636	0.230216	0.038094	0.718630	0.265233	-0.140544	-0.039160	0.442986	-0.746982	0.413619	0.161951	0.326511	0.303824	0.540834	-0.773453	0.430028	0.386148	-0.530777	-0.305759	0.115178	0.202002	O
、	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O
3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O
9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O
岁	0.155483	-0.052854	0.272934	0.366036	0.453302	-0.273168	0.833754	-0.237104	0.063369	0.002895	0.714260	0.271376	-0.419749	-0.165195	-0.187031	-0.661424	0.369188	0.023821	-0.370326	0.033418	-0.135207	-0.663548	-0.190921	0.884142	-0.331295	0.441014	0.217894	-0.301371	-0.019571	1.011509	0.257836	0.359184	0.418306	-0.125447	-0.442521	0.231788	0.164079	-0.372414	0.734259	-0.260944	0.555457	0.814165	0.220632	0.446104	0.964465	-0.013553	-0.468324	0.267131	0.466923	0.366577	O
,	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O
承	-0.074960	1.359677	1.235975	-0.811177	1.375059	1.452249	-0.861692	-0.255975	-1.452191	0.115601	-0.435899	0.551844	-0.504664	1.096089	-1.376790	0.496133	-0.025781	-0.363007	1.680476	0.574009	0.038770	-0.335574	2.513691	-0.618641	-0.128539	0.082057	1.491925	1.045048	0.356415	0.217865	-0.717502	0.473581	0.281748	-1.072012	0.503666	-0.759625	-0.696556	-0.766498	1.203452	-0.241341	1.123019	-0.236080	1.404486	0.658812	-0.407522	0.162568	-1.248983	0.748257	-2.350013	1.382762	O
德	0.007079	0.083242	-0.391408	-0.740547	0.379104	0.326847	0.703027	-0.974060	0.524213	0.711437	-0.498863	1.123330	0.246720	-1.407853	-1.236512	-0.259826	-0.053923	0.209631	-0.306609	0.465792	-0.577845	-1.050104	-0.538721	-0.471862	-0.739296	-0.530258	1.107073	-0.536035	0.389023	0.991997	-0.846158	-0.537395	1.355369	0.400925	-0.188086	0.048235	-1.554461	-0.936598	0.163189	0.659551	-0.281162	0.408514	-1.225826	-0.682395	0.505602	-0.446226	-1.121793	0.117092	0.197159	0.740101	O
市	1.293094	0.283550	0.319803	-0.223601	0.435444	0.138682	-0.320181	-0.584500	-0.208341	0.738323	-0.030452	0.293999	0.549696	-0.360852	0.439708	-0.205995	-0.023690	-0.012434	-0.012560	0.094371	-1.039095	-0.408997	-0.224078	0.640788	-0.233798	0.342537	-0.055350	0.458102	-0.293296	0.728821	-0.315125	0.234782	0.191387	0.130138	0.814642	1.733408	0.356197	-0.183234	1.488739	-0.262222	0.268173	-0.696359	-0.335206	0.119923	1.029263	-0.111669	-0.197283	-0.417367	-0.345810	-0.172068	O
双	0.231586	0.115291	0.176015	-0.307894	0.032281	0.014520	0.105758	-0.081892	-0.122688	0.006838	0.018656	0.263568	-0.026604	0.007256	0.144683	0.310169	0.015821	0.100678	0.402577	-0.081623	-0.488019	-0.053400	0.253568	0.028127	0.086659	0.092086	0.147787	0.326555	-0.069914	-0.196422	-0.162165	0.375610	0.446882	0.149885	0.125421	0.022130	-0.039386	-0.341929	0.189979	-0.142734	-0.260796	-0.127086	-0.107465	-0.147373	0.713292	0.442875	0.147167	0.266258	0.138074	0.060139	O
滦	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O
