# 0.008294
原	CHN	O/0.997848	Bo-B/0.000898	Bo-I/0.000163	Ch-B/0.000012	Ch-I/0.000099	O/0.997848	Si-B/0.000480	Si-I/0.000186	Sy-B/0.000087	Sy-I/0.000032	Tr-B/0.000029	Tr-I/0.000165
(	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
中	CHN	O/0.999616	Bo-B/0.000008	Bo-I/0.000000	Ch-B/0.000245	Ch-I/0.000000	O/0.999616	Si-B/0.000004	Si-I/0.000000	Sy-B/0.000049	Sy-I/0.000000	Tr-B/0.000076	Tr-I/0.000002
危	CHN	O/0.999541	Bo-B/0.000046	Bo-I/0.000006	Ch-B/0.000008	Ch-I/0.000243	O/0.999541	Si-B/0.000003	Si-I/0.000006	Sy-B/0.000008	Sy-I/0.000049	Tr-B/0.000008	Tr-I/0.000084
)	PUNC	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
;	PUNC	O/0.999988	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000011	Ch-I/0.000000	O/0.999988	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000001	Tr-I/0.000000
高	CHN	O/0.998141	Bo-B/0.000775	Bo-I/0.000001	Ch-B/0.000869	Ch-I/0.000011	O/0.998141	Si-B/0.000033	Si-I/0.000000	Sy-B/0.000049	Sy-I/0.000000	Tr-B/0.000117	Tr-I/0.000003
脂	CHN	O/0.998098	Bo-B/0.000039	Bo-I/0.000334	Ch-B/0.000036	Ch-I/0.000814	O/0.998098	Si-B/0.000035	Si-I/0.000030	Sy-B/0.000416	Sy-I/0.000045	Tr-B/0.000049	Tr-I/0.000105
血	CHN	O/0.997918	Bo-B/0.000021	Bo-I/0.000031	Ch-B/0.000539	Ch-I/0.000433	O/0.997918	Si-B/0.000004	Si-I/0.000049	Sy-B/0.000486	Sy-I/0.000408	Tr-B/0.000009	Tr-I/0.000103
症	CHN	O/0.998323	Bo-B/0.000027	Bo-I/0.000029	Ch-B/0.000003	Ch-I/0.000920	O/0.998323	Si-B/0.000002	Si-I/0.000048	Sy-B/0.000006	Sy-I/0.000534	Tr-B/0.000006	Tr-I/0.000102
;	PUNC	O/0.999992	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000001	O/0.999992	Si-B/0.000001	Si-I/0.000001	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000003	Tr-I/0.000002
表	CHN	O/0.752769	Bo-B/0.023550	Bo-I/0.000061	Ch-B/0.057238	Ch-I/0.000029	O/0.752769	Si-B/0.110991	Si-I/0.000969	Sy-B/0.000499	Sy-I/0.000001	Tr-B/0.052435	Tr-I/0.001457
皮	CHN	O/0.736435	Bo-B/0.000498	Bo-I/0.022071	Ch-B/0.002182	Ch-I/0.056219	O/0.736435	Si-B/0.009962	Si-I/0.113742	Sy-B/0.000217	Sy-I/0.000250	Tr-B/0.004763	Tr-I/0.053662
样	CHN	O/0.713577	Bo-B/0.000989	Bo-I/0.017053	Ch-B/0.006780	Ch-I/0.057672	O/0.713577	Si-B/0.010428	Si-I/0.124740	Sy-B/0.000294	Sy-I/0.000169	Tr-B/0.009811	Tr-I/0.058486
囊	CHN	O/0.690315	Bo-B/0.000068	Bo-I/0.014708	Ch-B/0.013067	Ch-I/0.064293	O/0.690315	Si-B/0.003096	Si-I/0.135495	Sy-B/0.008555	Sy-I/0.000209	Tr-B/0.001755	Tr-I/0.068438
肿	CHN	O/0.693397	Bo-B/0.000239	Bo-I/0.006323	Ch-B/0.000090	Ch-I/0.077529	O/0.693397	Si-B/0.000040	Si-I/0.138984	Sy-B/0.004743	Sy-I/0.008559	Tr-B/0.000160	Tr-I/0.069937
@	PUNC	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
1	NUM	O/0.999988	Bo-B/0.000001	Bo-I/0.000006	Ch-B/0.000000	Ch-I/0.000000	O/0.999988	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000001	Sy-I/0.000000	Tr-B/0.000003	Tr-I/0.000000
.	PUNC	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
病	CHN	O/0.999593	Bo-B/0.000053	Bo-I/0.000000	Ch-B/0.000343	Ch-I/0.000000	O/0.999593	Si-B/0.000001	Si-I/0.000000	Sy-B/0.000008	Sy-I/0.000000	Tr-B/0.000001	Tr-I/0.000001
史	CHN	O/0.999651	Bo-B/0.000008	Bo-I/0.000005	Ch-B/0.000002	Ch-I/0.000325	O/0.999651	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000001	Sy-I/0.000007	Tr-B/0.000001	Tr-I/0.000001
:	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
为	CHN	O/0.999864	Bo-B/0.000101	Bo-I/0.000000	Ch-B/0.000021	Ch-I/0.000000	O/0.999864	Si-B/0.000002	Si-I/0.000000	Sy-B/0.000006	Sy-I/0.000000	Tr-B/0.000006	Tr-I/0.000000
中	CHN	O/0.999557	Bo-B/0.000068	Bo-I/0.000053	Ch-B/0.000036	Ch-I/0.000016	O/0.999557	Si-B/0.000030	Si-I/0.000002	Sy-B/0.000064	Sy-I/0.000006	Tr-B/0.000162	Tr-I/0.000006
老	CHN	O/0.999608	Bo-B/0.000043	Bo-I/0.000054	Ch-B/0.000003	Ch-I/0.000034	O/0.999608	Si-B/0.000003	Si-I/0.000024	Sy-B/0.000014	Sy-I/0.000060	Tr-B/0.000007	Tr-I/0.000150
年	CHN	O/0.999948	Bo-B/0.000007	Bo-I/0.000006	Ch-B/0.000001	Ch-I/0.000003	O/0.999948	Si-B/0.000000	Si-I/0.000004	Sy-B/0.000001	Sy-I/0.000011	Tr-B/0.000001	Tr-I/0.000019
男	CHN	O/0.999995	Bo-B/0.000002	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999995	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000002	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
性	CHN	O/0.999993	Bo-B/0.000003	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999993	Si-B/0.000000	Si-I/0.000001	Sy-B/0.000000	Sy-I/0.000002	Tr-B/0.000000	Tr-I/0.000000
,	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
慢	CHN	O/0.999496	Bo-B/0.000365	Bo-I/0.000000	Ch-B/0.000068	Ch-I/0.000000	O/0.999496	Si-B/0.000053	Si-I/0.000000	Sy-B/0.000007	Sy-I/0.000000	Tr-B/0.000011	Tr-I/0.000000
性	CHN	O/0.999895	Bo-B/0.000002	Bo-I/0.000002	Ch-B/0.000000	Ch-I/0.000038	O/0.999895	Si-B/0.000002	Si-I/0.000044	Sy-B/0.000010	Sy-I/0.000003	Tr-B/0.000001	Tr-I/0.000003
起	CHN	O/0.999865	Bo-B/0.000006	Bo-I/0.000000	Ch-B/0.000001	Ch-I/0.000011	O/0.999865	Si-B/0.000001	Si-I/0.000041	Sy-B/0.000063	Sy-I/0.000010	Tr-B/0.000001	Tr-I/0.000001
病	CHN	O/0.999909	Bo-B/0.000003	Bo-I/0.000000	Ch-B/0.000001	Ch-I/0.000002	O/0.999909	Si-B/0.000000	Si-I/0.000028	Sy-B/0.000000	Sy-I/0.000055	Tr-B/0.000001	Tr-I/0.000001
。	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
既	CHN	O/0.999664	Bo-B/0.000020	Bo-I/0.000000	Ch-B/0.000292	Ch-I/0.000000	O/0.999664	Si-B/0.000001	Si-I/0.000000	Sy-B/0.000020	Sy-I/0.000000	Tr-B/0.000003	Tr-I/0.000000
往	CHN	O/0.999643	Bo-B/0.000017	Bo-I/0.000006	Ch-B/0.000010	Ch-I/0.000291	O/0.999643	Si-B/0.000001	Si-I/0.000001	Sy-B/0.000003	Sy-I/0.000020	Tr-B/0.000004	Tr-I/0.000004
:	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
既	CHN	O/0.999876	Bo-B/0.000095	Bo-I/0.000000	Ch-B/0.000021	Ch-I/0.000000	O/0.999876	Si-B/0.000001	Si-I/0.000000	Sy-B/0.000002	Sy-I/0.000000	Tr-B/0.000003	Tr-I/0.000001
往	CHN	O/0.999983	Bo-B/0.000001	Bo-I/0.000001	Ch-B/0.000001	Ch-I/0.000002	O/0.999983	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000011	Sy-I/0.000001	Tr-B/0.000000	Tr-I/0.000001
有	CHN	O/0.999961	Bo-B/0.000013	Bo-I/0.000000	Ch-B/0.000002	Ch-I/0.000003	O/0.999961	Si-B/0.000003	Si-I/0.000000	Sy-B/0.000001	Sy-I/0.000012	Tr-B/0.000003	Tr-I/0.000001
“	PUNC	O/0.999843	Bo-B/0.000076	Bo-I/0.000004	Ch-B/0.000001	Ch-I/0.000000	O/0.999843	Si-B/0.000072	Si-I/0.000002	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000002	Tr-I/0.000000
皮	CHN	Bo-B/0.767938	Bo-B/0.767938	Bo-I/0.000560	Ch-B/0.005140	Ch-I/0.000005	O/0.180883	Si-B/0.043935	Si-I/0.000672	Sy-B/0.000473	Sy-I/0.000000	Tr-B/0.000380	Tr-I/0.000016
下	CHN	Bo-I/0.766183	Bo-B/0.001103	Bo-I/0.766183	Ch-B/0.000379	Ch-I/0.004917	O/0.175959	Si-B/0.004352	Si-I/0.045926	Sy-B/0.000133	Sy-I/0.000337	Tr-B/0.000394	Tr-I/0.000319
脂	CHN	Bo-I/0.722607	Bo-B/0.000494	Bo-I/0.722607	Ch-B/0.000133	Ch-I/0.004921	O/0.143102	Si-B/0.070994	Si-I/0.051509	Sy-B/0.000279	Sy-I/0.000116	Tr-B/0.005080	Tr-I/0.000765
肪	CHN	Bo-I/0.578396	Bo-B/0.000075	Bo-I/0.578396	Ch-B/0.000368	Ch-I/0.004274	O/0.282061	Si-B/0.000924	Si-I/0.124381	Sy-B/0.003063	Sy-I/0.000241	Tr-B/0.000111	Tr-I/0.006106
瘤	CHN	Bo-I/0.450746	Bo-B/0.000133	Bo-I/0.450746	Ch-B/0.000018	Ch-I/0.004560	O/0.409007	Si-B/0.000016	Si-I/0.125882	Sy-B/0.000029	Sy-I/0.003358	Tr-B/0.000035	Tr-I/0.006217
”	PUNC	O/0.989237	Bo-B/0.000000	Bo-I/0.000142	Ch-B/0.000000	Ch-I/0.000003	O/0.989237	Si-B/0.000002	Si-I/0.010612	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000004
病	CHN	O/0.989662	Bo-B/0.000247	Bo-I/0.000045	Ch-B/0.000049	Ch-I/0.000001	O/0.989662	Si-B/0.000006	Si-I/0.009956	Sy-B/0.000008	Sy-I/0.000000	Tr-B/0.000016	Tr-I/0.000009
史	CHN	O/0.999978	Bo-B/0.000002	Bo-I/0.000004	Ch-B/0.000000	Ch-I/0.000003	O/0.999978	Si-B/0.000000	Si-I/0.000009	Sy-B/0.000000	Sy-I/0.000002	Tr-B/0.000000	Tr-I/0.000002
多	CHN	O/0.999916	Bo-B/0.000002	Bo-I/0.000000	Ch-B/0.000002	Ch-I/0.000000	O/0.999916	Si-B/0.000001	Si-I/0.000000	Sy-B/0.000076	Sy-I/0.000000	Tr-B/0.000002	Tr-I/0.000001
年	CHN	O/0.999883	Bo-B/0.000017	Bo-I/0.000001	Ch-B/0.000002	Ch-I/0.000003	O/0.999883	Si-B/0.000001	Si-I/0.000001	Sy-B/0.000002	Sy-I/0.000081	Tr-B/0.000004	Tr-I/0.000005
;	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
有	CHN	O/0.997457	Bo-B/0.002225	Bo-I/0.000002	Ch-B/0.000171	Ch-I/0.000003	O/0.997457	Si-B/0.000010	Si-I/0.000001	Sy-B/0.000024	Sy-I/0.000006	Tr-B/0.000094	Tr-I/0.000007
“	PUNC	O/0.999964	Bo-B/0.000000	Bo-I/0.000002	Ch-B/0.000001	Ch-I/0.000005	O/0.999964	Si-B/0.000019	Si-I/0.000004	Sy-B/0.000001	Sy-I/0.000001	Tr-B/0.000001	Tr-I/0.000002
高	CHN	Si-B/0.985156	Bo-B/0.000076	Bo-I/0.000000	Ch-B/0.000204	Ch-I/0.000001	O/0.013735	Si-B/0.985156	Si-I/0.000203	Sy-B/0.000273	Sy-I/0.000000	Tr-B/0.000348	Tr-I/0.000004
血	CHN	Si-I/0.986475	Bo-B/0.000102	Bo-I/0.000032	Ch-B/0.002092	Ch-I/0.000130	O/0.010014	Si-B/0.000765	Si-I/0.986475	Sy-B/0.000083	Sy-I/0.000115	Tr-B/0.000019	Tr-I/0.000172
压	CHN	Si-I/0.986888	Bo-B/0.000018	Bo-I/0.000111	Ch-B/0.000013	Ch-I/0.002208	O/0.010459	Si-B/0.000004	Si-I/0.986888	Sy-B/0.000003	Sy-I/0.000114	Tr-B/0.000000	Tr-I/0.000180
病	CHN	O/0.995339	Bo-B/0.000000	Bo-I/0.000002	Ch-B/0.000002	Ch-I/0.000024	O/0.995339	Si-B/0.000004	Si-I/0.004390	Sy-B/0.000001	Sy-I/0.000226	Tr-B/0.000000	Tr-I/0.000012
2	NUM	O/0.999997	Bo-B/0.000001	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999997	Si-B/0.000000	Si-I/0.000001	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000001	Tr-I/0.000000
级	CHN	O/0.999734	Bo-B/0.000210	Bo-I/0.000002	Ch-B/0.000013	Ch-I/0.000001	O/0.999734	Si-B/0.000003	Si-I/0.000002	Sy-B/0.000015	Sy-I/0.000002	Tr-B/0.000017	Tr-I/0.000002
、	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
高	CHN	O/0.998695	Bo-B/0.000259	Bo-I/0.000001	Ch-B/0.000507	Ch-I/0.000001	O/0.998695	Si-B/0.000112	Si-I/0.000001	Sy-B/0.000062	Sy-I/0.000000	Tr-B/0.000361	Tr-I/0.000002
脂	CHN	O/0.998239	Bo-B/0.000037	Bo-I/0.000107	Ch-B/0.000070	Ch-I/0.000486	O/0.998239	Si-B/0.000214	Si-I/0.000113	Sy-B/0.000306	Sy-I/0.000054	Tr-B/0.000058	Tr-I/0.000315
血	CHN	O/0.996676	Bo-B/0.000031	Bo-I/0.000020	Ch-B/0.001526	Ch-I/0.000400	O/0.996676	Si-B/0.000039	Si-I/0.000320	Sy-B/0.000430	Sy-I/0.000297	Tr-B/0.000013	Tr-I/0.000248
症	CHN	O/0.996814	Bo-B/0.000077	Bo-I/0.000041	Ch-B/0.000009	Ch-I/0.001915	O/0.996814	Si-B/0.000005	Si-I/0.000395	Sy-B/0.000015	Sy-I/0.000465	Tr-B/0.000014	Tr-I/0.000250
”	PUNC	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
病	CHN	O/0.999971	Bo-B/0.000014	Bo-I/0.000000	Ch-B/0.000010	Ch-I/0.000000	O/0.999971	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000004	Sy-I/0.000000	Tr-B/0.000001	Tr-I/0.000000
史	CHN	O/0.999994	Bo-B/0.000002	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000002	O/0.999994	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000002	Tr-B/0.000000	Tr-I/0.000000
,	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
未	CHN	O/0.999934	Bo-B/0.000009	Bo-I/0.000000	Ch-B/0.000006	Ch-I/0.000000	O/0.999934	Si-B/0.000001	Si-I/0.000000	Sy-B/0.000004	Sy-I/0.000000	Tr-B/0.000046	Tr-I/0.000000
服	CHN	O/0.999661	Bo-B/0.000035	Bo-I/0.000001	Ch-B/0.000015	Ch-I/0.000005	O/0.999661	Si-B/0.000043	Si-I/0.000002	Sy-B/0.000132	Sy-I/0.000004	Tr-B/0.000050	Tr-I/0.000051
降	CHN	Tr-B/0.933262	Bo-B/0.000007	Bo-I/0.000001	Ch-B/0.000006	Ch-I/0.000000	O/0.066628	Si-B/0.000008	Si-I/0.000001	Sy-B/0.000011	Sy-I/0.000005	Tr-B/0.933262	Tr-I/0.000071
压	CHN	Tr-I/0.933480	Bo-B/0.000008	Bo-I/0.000001	Ch-B/0.000027	Ch-I/0.000002	O/0.065685	Si-B/0.000002	Si-I/0.000003	Sy-B/0.000002	Sy-I/0.000005	Tr-B/0.000785	Tr-I/0.933480
药	CHN	Tr-I/0.931999	Bo-B/0.000004	Bo-I/0.000001	Ch-B/0.000002	Ch-I/0.000019	O/0.067342	Si-B/0.000002	Si-I/0.000001	Sy-B/0.000007	Sy-I/0.000000	Tr-B/0.000623	Tr-I/0.931999
物	CHN	Tr-I/0.932668	Bo-B/0.000154	Bo-I/0.000011	Ch-B/0.000013	Ch-I/0.000021	O/0.066199	Si-B/0.000012	Si-I/0.000006	Sy-B/0.000025	Sy-I/0.000014	Tr-B/0.000877	Tr-I/0.932668
治	CHN	O/0.999848	Bo-B/0.000001	Bo-I/0.000002	Ch-B/0.000000	Ch-I/0.000003	O/0.999848	Si-B/0.000001	Si-I/0.000002	Sy-B/0.000003	Sy-I/0.000008	Tr-B/0.000007	Tr-I/0.000125
疗	CHN	O/0.999953	Bo-B/0.000006	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000001	O/0.999953	Si-B/0.000000	Si-I/0.000001	Sy-B/0.000001	Sy-I/0.000004	Tr-B/0.000001	Tr-I/0.000032
,	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
血	CHN	O/0.994222	Bo-B/0.000818	Bo-I/0.000000	Ch-B/0.004677	Ch-I/0.000000	O/0.994222	Si-B/0.000066	Si-I/0.000003	Sy-B/0.000093	Sy-I/0.000001	Tr-B/0.000118	Tr-I/0.000002
压	CHN	O/0.994729	Bo-B/0.000124	Bo-I/0.000401	Ch-B/0.000107	Ch-I/0.004329	O/0.994729	Si-B/0.000006	Si-I/0.000075	Sy-B/0.000013	Sy-I/0.000083	Tr-B/0.000014	Tr-I/0.000118
情	CHN	O/0.999136	Bo-B/0.000016	Bo-I/0.000034	Ch-B/0.000002	Ch-I/0.000749	O/0.999136	Si-B/0.000002	Si-I/0.000007	Sy-B/0.000010	Sy-I/0.000009	Tr-B/0.000004	Tr-I/0.000031
况	CHN	O/0.999569	Bo-B/0.000102	Bo-I/0.000022	Ch-B/0.000003	Ch-I/0.000255	O/0.999569	Si-B/0.000003	Si-I/0.000006	Sy-B/0.000008	Sy-I/0.000010	Tr-B/0.000006	Tr-I/0.000016
未	CHN	O/0.999988	Bo-B/0.000001	Bo-I/0.000001	Ch-B/0.000000	Ch-I/0.000003	O/0.999988	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000001	Sy-I/0.000002	Tr-B/0.000001	Tr-I/0.000002
监	CHN	O/0.999771	Bo-B/0.000007	Bo-I/0.000000	Ch-B/0.000030	Ch-I/0.000002	O/0.999771	Si-B/0.000001	Si-I/0.000000	Sy-B/0.000180	Sy-I/0.000001	Tr-B/0.000006	Tr-I/0.000002
测	CHN	O/0.999756	Bo-B/0.000013	Bo-I/0.000002	Ch-B/0.000003	Ch-I/0.000032	O/0.999756	Si-B/0.000001	Si-I/0.000001	Sy-B/0.000004	Sy-I/0.000175	Tr-B/0.000003	Tr-I/0.000010
;	PUNC	O/0.999997	Bo-B/0.000001	Bo-I/0.000001	Ch-B/0.000001	Ch-I/0.000000	O/0.999997	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
@	PUNC	O/0.999999	Bo-B/0.000001	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
2	NUM	O/0.999984	Bo-B/0.000001	Bo-I/0.000007	Ch-B/0.000000	Ch-I/0.000000	O/0.999984	Si-B/0.000001	Si-I/0.000000	Sy-B/0.000002	Sy-I/0.000000	Tr-B/0.000004	Tr-I/0.000000
.	PUNC	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
病	CHN	O/0.999593	Bo-B/0.000053	Bo-I/0.000000	Ch-B/0.000343	Ch-I/0.000000	O/0.999593	Si-B/0.000001	Si-I/0.000000	Sy-B/0.000008	Sy-I/0.000000	Tr-B/0.000001	Tr-I/0.000001
史	CHN	O/0.999651	Bo-B/0.000008	Bo-I/0.000005	Ch-B/0.000002	Ch-I/0.000325	O/0.999651	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000001	Sy-I/0.000007	Tr-B/0.000001	Tr-I/0.000001
:	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
