,FilePath,Text,T_start,T_end,Annoted,AnnotET,Learned,LearnET
70,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-113.txt,胸闷,94,95,胸,Bo,胸闷,Sy
71,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-113.txt,左侧气胸,109,112,左侧气胸,Si,,
72,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-113.txt,巩膜,210,211,,,巩膜,Bo
73,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-113.txt,观CT片,522,525,CT片,Ch,观CT,Ch
74,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-124.txt,全身皮肤黏膜,143,148,皮肤黏膜,Bo,全身皮肤黏膜,Bo
75,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-124.txt,双扁桃体,245,248,双扁桃体,Bo,扁桃体,Bo
76,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-124.txt,两肺纹理,486,489,两肺纹理,Bo,两肺,Bo
77,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-124.txt,肺纹理间隙,501,505,肺纹理,Bo,肺纹理间隙,Bo
78,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-127.txt,全身皮肤黏膜,142,147,皮肤黏膜,Bo,全身皮肤黏膜,Bo
79,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-129.txt,鸡鸣样尾音,59,63,,,鸡鸣样尾音,Ch
80,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-129.txt,肺部胸片,506,509,肺部胸片,Ch,肺部,Bo
81,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-129.txt,肺部胸片,506,509,肺部胸片,Ch,胸片,Ch
82,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-129.txt,双肺纹理,512,515,双肺纹理,Bo,双肺,Bo
83,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-129.txt,急性支气管炎,585,590,急性支气管炎,Si,支气管,Bo
84,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-129.txt,急性支气管与感染性喉炎,600,610,急性支气管,Si,急性支气管与感染性喉炎,Si
85,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-129.txt,急性支气管与感染性喉炎,600,610,感染性喉炎,Si,急性支气管与感染性喉炎,Si
86,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-129.txt,喉鸣音,657,659,,,喉鸣音,Ch
87,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-129.txt,急性支气管炎与支气管肺炎,680,691,急性支气管炎,Si,急性支气管炎与支气管肺炎,Si
88,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-129.txt,急性支气管炎与支气管肺炎,680,691,支气管肺炎,Si,急性支气管炎与支气管肺炎,Si
89,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-129.txt,胸片,716,717,胸,Bo,胸片,Bo
90,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-129.txt,急性支气管炎与喘息性支气管炎,742,755,急性支气管炎,Si,急性支气管炎与喘息性支气管炎,Si
91,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-129.txt,急性支气管炎与喘息性支气管炎,742,755,喘息性支气管炎,Si,急性支气管炎与喘息性支气管炎,Si
92,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-129.txt,喘息,766,767,,,喘息,Sy
93,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-129.txt,喘鸣音,776,778,,,喘鸣音,Ch
94,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-129.txt,支气管,796,798,,,支气管,Bo
95,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-148.txt,鼾鸣音,293,295,,,鼾鸣音,Ch
96,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-148.txt,双侧肺纹理,632,636,双侧肺,Bo,双侧肺纹理,Bo
97,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-156.txt,干鸣音,316,318,干鸣音,Ch,,
98,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-156.txt,左肺,499,500,左肺,Bo,,
99,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-156.txt,平均血红蛋白量,588,594,血红蛋白,Ch,平均血红蛋白量,Ch
100,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-159.txt,脐周大血管旁,436,441,脐周大血管旁,Bo,脐周大血管,Bo
101,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-159.txt,两肺纹理,483,486,两肺纹理,Bo,两肺,Bo
102,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-160.txt,细湿性啰音,297,301,,,细湿性啰音,Ch
103,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-160.txt,血常规,476,478,血,Bo,血常规,Ch
104,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-161.txt,全身皮肤黏膜,145,150,皮肤黏膜,Bo,全身皮肤黏膜,Bo
105,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-161.txt,周身浅表淋巴结,165,171,浅表淋巴结,Bo,周身浅表淋巴结,Bo
106,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-161.txt,上颚,240,241,上颚,Bo,,
107,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-17.txt,腰痛,183,184,腰痛,Sy,,
108,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-17.txt,肢体,187,188,,,肢体,Bo
109,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-17.txt,结膜下,351,353,结膜,Bo,结膜下,Bo
110,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-17.txt,右侧肘后,396,399,右侧肘后,Bo,,
111,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-17.txt,右侧枕顶部头下,435,441,右侧枕顶部,Bo,右侧枕顶部头下,Bo
112,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-17.txt,胸部、腹部CT,445,451,胸部、腹部CT,Ch,胸部,Bo
113,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-17.txt,胸部、腹部CT,445,451,胸部、腹部CT,Ch,腹部CT,Ch
114,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-17.txt,右肘部DR片,459,464,右肘部DR片,Ch,右肘部,Bo
115,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-172.txt,左侧面颊部,26,30,左侧面颊部,Bo,面颊部,Bo
116,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-172.txt,轻咳,34,35,,,轻咳,Sy
117,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-172.txt,双侧舌下淋巴结,168,174,双侧舌下淋巴结,Bo,淋巴结,Bo
118,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-172.txt,双侧牙龈,238,241,牙龈,Bo,双侧牙龈,Bo
119,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-172.txt,双侧第一乳磨牙,245,251,双侧第一乳磨牙,Bo,,
120,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-172.txt,左上乳中切牙表面,253,260,左上乳中切牙,Bo,左上乳中切牙表面,Bo
121,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-172.txt,沿肺纹理,517,520,沿肺纹理,Bo,,
122,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-173.txt,气管,271,272,,,气管,Bo
123,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-173.txt,右下肺纹理,434,438,右下肺,Bo,右下肺纹理,Bo
124,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-173.txt,血小板,536,538,,,血小板,Ch
125,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-175.txt,中小水泡音,288,292,,,中小水泡音,Ch
126,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-175.txt,两肺支气管肺炎,502,508,两肺支气管,Bo,两肺支气管肺炎,Si
127,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-178.txt,咽部,231,232,咽,Bo,咽部,Bo
128,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-178.txt,两肺纹理,479,482,肺,Bo,两肺纹理,Bo
129,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-178.txt,肺纹理间隙,492,496,肺,Bo,肺纹理间隙,Bo
130,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-178.txt,两下肺,519,521,肺,Bo,两下肺,Bo
131,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-178.txt,支气管肺炎,536,540,气管,Bo,支气管肺炎,Si
132,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-178.txt,支气管肺炎,536,540,肺,Bo,支气管肺炎,Si
133,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-180.txt,双肺纹理,474,477,双肺纹理,Bo,双肺,Bo
134,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-180.txt,肺,486,486,肺,Bo,,
135,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-180.txt,两下肺,513,515,肺,Bo,两下肺,Bo
136,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-182.txt,咽部,231,232,咽,Bo,咽部,Bo
137,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-182.txt,双扁桃体,243,246,扁桃体,Bo,双扁桃体,Bo
138,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-184.txt,咽部,233,234,咽,Bo,咽部,Bo
139,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-184.txt,双扁桃体,245,248,扁桃体,Bo,双扁桃体,Bo
140,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-184.txt,两肺纹理,453,456,肺,Bo,两肺纹理,Bo
141,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-188.txt,抽搐,73,74,抽搐,Sy,,
142,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-188.txt,对称,281,282,,,对称,Sy
143,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-188.txt,"双侧肱二,三头@肌腱",337,346,"肱二,三头 肌腱",Bo,"双侧肱二,三头肌腱",Bo
144,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-188.txt,跟膝腱反射,350,354,膝腱反射,Ch,跟膝腱反射,Ch
145,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-193.txt,L4-S1椎体棘突两侧,244,254,L4-S1椎体棘突,Bo,L4-S1椎体棘突两侧,Bo
146,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-193.txt,直腿抬高试验,265,270,,,直腿抬高试验,Ch
147,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-193.txt,拾物试验,276,279,,,拾物试验,Ch
148,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-197.txt,慢性胃炎,17,20,慢性胃炎,Si,,
149,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-197.txt,周围软组织,229,233,软组织,Bo,周围软组织,Bo
150,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-197.txt,L4-S1椎体棘突两侧,337,347,L4-S1椎体棘突,Bo,L4-S1椎体棘突两侧,Bo
151,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-200.txt,L4/5椎间隙水平椎体边缘,131,143,L4/5椎间隙水平椎体边缘,Bo,L4/5椎间隙,Bo
152,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-200.txt,L5/S1椎间隙水平椎体后缘,153,166,L5/S1椎间隙水平椎体后缘,Bo,L5/S1椎间隙,Bo
153,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-200.txt,软组织,171,173,软组织,Bo,,
154,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-200.txt,L3-5椎体骨质边缘,184,193,L3-5椎体骨质边缘,Bo,L3-5椎体,Bo
155,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-205.txt,L3-5椎体骨质边缘,188,197,L3-5椎体骨质边缘,Bo,L3-5椎体,Bo
156,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-209.txt,椎体边缘骨质,150,155,椎体边缘,Bo,椎体边缘骨质,Bo
157,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-209.txt,椎体边缘,179,182,,,椎体边缘,Bo
158,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-209.txt,臂丛神经,333,336,,,臂丛神经,Bo
159,/Users/floyd/Desktop/Research/NER-CRF/cctner/dataset/annoted/batch1/病史特点/病史特点-21.txt,牙齿,15,16,牙齿,Bo,,
