# 0.040369
①	OTHER	OTHER	x-B	O/0.999075	Bo-B/0.000026	Bo-I/0.000066	Ch-B/0.000057	Ch-I/0.000010	O/0.999075	Si-B/0.000046	Si-I/0.000037	Sy-B/0.000613	Sy-I/0.000033	Tr-B/0.000020	Tr-I/0.000017
血	CHN	OTHER	vn-I	O/0.998170	Bo-B/0.000026	Bo-I/0.000060	Ch-B/0.000228	Ch-I/0.000071	O/0.998170	Si-B/0.000002	Si-I/0.000106	Sy-B/0.000061	Sy-I/0.001247	Tr-B/0.000005	Tr-I/0.000022
不	CHN	NON_UNIT	a-B	O/0.999524	Bo-B/0.000017	Bo-I/0.000009	Ch-B/0.000004	Ch-I/0.000209	O/0.999524	Si-B/0.000000	Si-I/0.000062	Sy-B/0.000035	Sy-I/0.000121	Tr-B/0.000002	Tr-I/0.000017
足	CHN	PART_UNIT	a-I	O/0.995487	Bo-B/0.003492	Bo-I/0.000050	Ch-B/0.000164	Ch-I/0.000225	O/0.995487	Si-B/0.000026	Si-I/0.000068	Sy-B/0.000267	Sy-I/0.000167	Tr-B/0.000021	Tr-I/0.000033
?	PUNC	OTHER	x-B	O/0.999986	Bo-B/0.000000	Bo-I/0.000002	Ch-B/0.000001	Ch-I/0.000010	O/0.999986	Si-B/0.000000	Si-I/0.000001	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
低	CHN	SYM_UNIT	n-B	O/0.981061	Bo-B/0.000210	Bo-I/0.000000	Ch-B/0.013991	Ch-I/0.000014	O/0.981061	Si-B/0.001816	Si-I/0.000006	Sy-B/0.000522	Sy-I/0.000000	Tr-B/0.002378	Tr-I/0.000002
血	CHN	OTHER	n-I	O/0.783617	Bo-B/0.000010	Bo-I/0.000189	Ch-B/0.196275	Ch-I/0.014342	O/0.783617	Si-B/0.000013	Si-I/0.001852	Sy-B/0.000523	Sy-I/0.000548	Tr-B/0.000030	Tr-I/0.002601
糖	CHN	OTHER	n-I	O/0.783642	Bo-B/0.000010	Bo-I/0.000186	Ch-B/0.000004	Ch-I/0.211234	O/0.783642	Si-B/0.000002	Si-I/0.001867	Sy-B/0.000003	Sy-I/0.000446	Tr-B/0.000005	Tr-I/0.002600
?	PUNC	OTHER	x-B	O/0.993452	Bo-B/0.000013	Bo-I/0.000107	Ch-B/0.000007	Ch-I/0.004455	O/0.993452	Si-B/0.000036	Si-I/0.001277	Sy-B/0.000002	Sy-I/0.000001	Tr-B/0.000002	Tr-I/0.000648
②	OTHER	OTHER	x-B	O/0.981297	Bo-B/0.000046	Bo-I/0.000134	Ch-B/0.012040	Ch-I/0.002439	O/0.981297	Si-B/0.000557	Si-I/0.001832	Sy-B/0.000752	Sy-I/0.000003	Tr-B/0.000298	Tr-I/0.000602
高	CHN	SYM_UNIT	n-B	Si-B/0.992062	Bo-B/0.000003	Bo-I/0.000000	Ch-B/0.000008	Ch-I/0.000026	O/0.005476	Si-B/0.992062	Si-I/0.002388	Sy-B/0.000017	Sy-I/0.000000	Tr-B/0.000018	Tr-I/0.000002
血	CHN	OTHER	n-I	Si-I/0.994852	Bo-B/0.000000	Bo-I/0.000001	Ch-B/0.000128	Ch-I/0.000005	O/0.004976	Si-B/0.000023	Si-I/0.994852	Sy-B/0.000002	Sy-I/0.000005	Tr-B/0.000001	Tr-I/0.000007
压	CHN	OTHER	n-I	Si-I/0.994846	Bo-B/0.000001	Bo-I/0.000001	Ch-B/0.000001	Ch-I/0.000141	O/0.004995	Si-B/0.000000	Si-I/0.994846	Sy-B/0.000000	Sy-I/0.000006	Tr-B/0.000000	Tr-I/0.000010
病	CHN	OTHER	n-I	O/0.999448	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000027	O/0.999448	Si-B/0.000000	Si-I/0.000500	Sy-B/0.000000	Sy-I/0.000016	Tr-B/0.000000	Tr-I/0.000008
2	NUM	OTHER	m-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
级	CHN	OTHER	q-B	O/0.999998	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000001	Ch-I/0.000000	O/0.999998	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
(	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
高	CHN	SYM_UNIT	a-B	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
危	CHN	OTHER	n-B	O/0.999947	Bo-B/0.000018	Bo-I/0.000000	Ch-B/0.000015	Ch-I/0.000000	O/0.999947	Si-B/0.000001	Si-I/0.000000	Sy-B/0.000006	Sy-I/0.000000	Tr-B/0.000011	Tr-I/0.000001
)	PUNC	OTHER	x-B	O/0.999991	Bo-B/0.000000	Bo-I/0.000001	Ch-B/0.000000	Ch-I/0.000000	O/0.999991	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000001	Tr-B/0.000000	Tr-I/0.000007
@	PUNC	OTHER	x-B	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
患	CHN	OTHER	n-B	O/0.999996	Bo-B/0.000003	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999996	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
者	CHN	OTHER	n-I	O/0.999998	Bo-B/0.000000	Bo-I/0.000001	Ch-B/0.000000	Ch-I/0.000000	O/0.999998	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
为	CHN	OTHER	p-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
老	CHN	OTHER	t-B	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000001	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
年	CHN	OTHER	t-I	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
女	CHN	OTHER	n-B	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000001	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
性	CHN	OTHER	n-I	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000001	Tr-B/0.000000	Tr-I/0.000000
,	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
急	CHN	OTHER	n-B	O/0.999937	Bo-B/0.000038	Bo-I/0.000000	Ch-B/0.000002	Ch-I/0.000000	O/0.999937	Si-B/0.000022	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000001	Tr-I/0.000000
性	CHN	OTHER	n-I	O/0.999994	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999994	Si-B/0.000000	Si-I/0.000005	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
起	CHN	OTHER	v-B	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000001	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
病	CHN	OTHER	v-I	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000001	Tr-B/0.000000	Tr-I/0.000000
,	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
因	CHN	BREAK_UNIT	p-B	O/0.999998	Bo-B/0.000001	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999998	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
“	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
反	CHN	OTHER	v-B	O/0.998317	Bo-B/0.000012	Bo-I/0.000000	Ch-B/0.000055	Ch-I/0.000000	O/0.998317	Si-B/0.000010	Si-I/0.000000	Sy-B/0.001505	Sy-I/0.000000	Tr-B/0.000099	Tr-I/0.000000
复	CHN	OTHER	v-I	O/0.998315	Bo-B/0.000013	Bo-I/0.000002	Ch-B/0.000001	Ch-I/0.000048	O/0.998315	Si-B/0.000008	Si-I/0.000011	Sy-B/0.000008	Sy-I/0.001505	Tr-B/0.000001	Tr-I/0.000088
头	CHN	PART_UNIT	n-B	Sy-B/0.999399	Bo-B/0.000126	Bo-I/0.000000	Ch-B/0.000002	Ch-I/0.000000	O/0.000396	Si-B/0.000054	Si-I/0.000000	Sy-B/0.999399	Sy-I/0.000000	Tr-B/0.000023	Tr-I/0.000001
晕	CHN	OTHER	n-I	Sy-I/0.999569	Bo-B/0.000000	Bo-I/0.000014	Ch-B/0.000000	Ch-I/0.000001	O/0.000405	Si-B/0.000000	Si-I/0.000009	Sy-B/0.000000	Sy-I/0.999569	Tr-B/0.000000	Tr-I/0.000002
伴	CHN	BREAK_UNIT	v-B	O/0.999867	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999867	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000003	Sy-I/0.000128	Tr-B/0.000000	Tr-I/0.000001
恶	CHN	OTHER	n-B	Sy-B/0.999993	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.000004	Si-B/0.000001	Si-I/0.000000	Sy-B/0.999993	Sy-I/0.000001	Tr-B/0.000000	Tr-I/0.000000
心	CHN	PART_UNIT	n-I	Sy-I/0.999993	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000001	O/0.000005	Si-B/0.000000	Si-I/0.000001	Sy-B/0.000000	Sy-I/0.999993	Tr-B/0.000000	Tr-I/0.000000
4	NUM	OTHER	m-B	O/0.999789	Bo-B/0.000000	Bo-I/0.000013	Ch-B/0.000015	Ch-I/0.000000	O/0.999789	Si-B/0.000002	Si-I/0.000087	Sy-B/0.000009	Sy-I/0.000075	Tr-B/0.000007	Tr-I/0.000001
天	CHN	OTHER	n-B	O/0.999882	Bo-B/0.000003	Bo-I/0.000004	Ch-B/0.000000	Ch-I/0.000012	O/0.999882	Si-B/0.000000	Si-I/0.000086	Sy-B/0.000002	Sy-I/0.000004	Tr-B/0.000001	Tr-I/0.000006
”	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
入	CHN	OTHER	n-B	O/0.999997	Bo-B/0.000002	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999997	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
院	CHN	OTHER	n-I	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
。	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
既	CHN	OTHER	t-B	O/0.999995	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000005	Ch-I/0.000000	O/0.999995	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
往	CHN	OTHER	t-I	O/0.999987	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000007	Ch-I/0.000004	O/0.999987	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000001	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
:	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
“	PUNC	OTHER	x-B	O/0.999990	Bo-B/0.000001	Bo-I/0.000000	Ch-B/0.000001	Ch-I/0.000000	O/0.999990	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000008	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
近	CHN	OTHER	t-B	O/0.999787	Bo-B/0.000045	Bo-I/0.000001	Ch-B/0.000096	Ch-I/0.000001	O/0.999787	Si-B/0.000006	Si-I/0.000000	Sy-B/0.000040	Sy-I/0.000013	Tr-B/0.000011	Tr-I/0.000000
1	NUM	OTHER	m-B	O/0.999993	Bo-B/0.000001	Bo-I/0.000004	Ch-B/0.000000	Ch-I/0.000000	O/0.999993	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000001	Tr-B/0.000000	Tr-I/0.000000
周	CHN	OTHER	nr-B	O/0.999975	Bo-B/0.000009	Bo-I/0.000002	Ch-B/0.000002	Ch-I/0.000000	O/0.999975	Si-B/0.000001	Si-I/0.000000	Sy-B/0.000004	Sy-I/0.000000	Tr-B/0.000007	Tr-I/0.000000
自	CHN	OTHER	v-B	O/0.999988	Bo-B/0.000001	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999988	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000011	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
诉	CHN	OTHER	v-I	O/0.999975	Bo-B/0.000004	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999975	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000009	Sy-I/0.000011	Tr-B/0.000000	Tr-I/0.000000
有	CHN	OTHER	v-B	O/0.999996	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999996	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000003	Tr-B/0.000000	Tr-I/0.000000
感	CHN	OTHER	v-B	O/0.999071	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000002	Ch-I/0.000000	O/0.999071	Si-B/0.000002	Si-I/0.000002	Sy-B/0.000912	Sy-I/0.000000	Tr-B/0.000010	Tr-I/0.000000
冒	CHN	OTHER	v-I	O/0.998843	Bo-B/0.000125	Bo-I/0.000000	Ch-B/0.000002	Ch-I/0.000003	O/0.998843	Si-B/0.000001	Si-I/0.000047	Sy-B/0.000007	Sy-I/0.000954	Tr-B/0.000001	Tr-I/0.000016
,	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
自	CHN	OTHER	d-B	O/0.999981	Bo-B/0.000018	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999981	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
觉	CHN	OTHER	d-I	O/0.999997	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999997	Si-B/0.000001	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000001	Tr-I/0.000000
头	CHN	PART_UNIT	n-B	Sy-B/0.998582	Bo-B/0.000091	Bo-I/0.000000	Ch-B/0.000052	Ch-I/0.000000	O/0.001235	Si-B/0.000013	Si-I/0.000000	Sy-B/0.998582	Sy-I/0.000000	Tr-B/0.000026	Tr-I/0.000000
痛	CHN	SYM_UNIT	n-I	Sy-I/0.998046	Bo-B/0.000000	Bo-I/0.000008	Ch-B/0.000000	Ch-I/0.000096	O/0.001743	Si-B/0.000000	Si-I/0.000043	Sy-B/0.000000	Sy-I/0.998046	Tr-B/0.000000	Tr-I/0.000063
、	PUNC	OTHER	x-B	O/0.999996	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999996	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000001	Sy-I/0.000002	Tr-B/0.000000	Tr-I/0.000000
恶	CHN	OTHER	n-B	Sy-B/0.999335	Bo-B/0.000643	Bo-I/0.000000	Ch-B/0.000002	Ch-I/0.000000	O/0.000016	Si-B/0.000002	Si-I/0.000000	Sy-B/0.999335	Sy-I/0.000000	Tr-B/0.000002	Tr-I/0.000000
心	CHN	PART_UNIT	n-I	Sy-I/0.999319	Bo-B/0.000000	Bo-I/0.000655	Ch-B/0.000000	Ch-I/0.000003	O/0.000021	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.999319	Tr-B/0.000000	Tr-I/0.000003
不	CHN	NON_UNIT	a-B	O/0.998788	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.998788	Si-B/0.000000	Si-I/0.000002	Sy-B/0.000724	Sy-I/0.000481	Tr-B/0.000000	Tr-I/0.000004
适	CHN	OTHER	a-I	O/0.998908	Bo-B/0.000009	Bo-I/0.000000	Ch-B/0.000003	Ch-I/0.000000	O/0.998908	Si-B/0.000000	Si-I/0.000003	Sy-B/0.000005	Sy-I/0.001067	Tr-B/0.000000	Tr-I/0.000005
,	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
自	CHN	OTHER	v-B	O/0.999997	Bo-B/0.000002	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999997	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000001	Tr-I/0.000000
服	CHN	TR_UNIT	v-I	O/0.999997	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999997	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000001	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000001
中	CHN	OTHER	n-B	O/0.691077	Bo-B/0.000016	Bo-I/0.000000	Ch-B/0.000243	Ch-I/0.000000	O/0.691077	Si-B/0.000023	Si-I/0.000000	Sy-B/0.000307	Sy-I/0.000000	Tr-B/0.308328	Tr-I/0.000007
药	CHN	OTHER	n-I	O/0.692738	Bo-B/0.000002	Bo-I/0.000022	Ch-B/0.000000	Ch-I/0.000205	O/0.692738	Si-B/0.000000	Si-I/0.000014	Sy-B/0.000000	Sy-I/0.000374	Tr-B/0.000000	Tr-I/0.306644
后	CHN	SITE_UNIT	f-B	O/0.997365	Bo-B/0.000007	Bo-I/0.000034	Ch-B/0.000000	Ch-I/0.000002	O/0.997365	Si-B/0.000001	Si-I/0.000005	Sy-B/0.000000	Sy-I/0.000005	Tr-B/0.000002	Tr-I/0.002578
症	CHN	OTHER	n-B	O/0.999852	Bo-B/0.000001	Bo-I/0.000014	Ch-B/0.000001	Ch-I/0.000000	O/0.999852	Si-B/0.000000	Si-I/0.000004	Sy-B/0.000002	Sy-I/0.000000	Tr-B/0.000003	Tr-I/0.000123
状	CHN	OTHER	n-I	O/0.999932	Bo-B/0.000000	Bo-I/0.000007	Ch-B/0.000000	Ch-I/0.000000	O/0.999932	Si-B/0.000000	Si-I/0.000001	Sy-B/0.000000	Sy-I/0.000001	Tr-B/0.000000	Tr-I/0.000059
有	CHN	OTHER	n-B	O/0.999945	Bo-B/0.000020	Bo-I/0.000000	Ch-B/0.000001	Ch-I/0.000000	O/0.999945	Si-B/0.000002	Si-I/0.000000	Sy-B/0.000007	Sy-I/0.000000	Tr-B/0.000010	Tr-I/0.000014
所	CHN	OTHER	n-I	O/0.999945	Bo-B/0.000005	Bo-I/0.000015	Ch-B/0.000000	Ch-I/0.000001	O/0.999945	Si-B/0.000001	Si-I/0.000003	Sy-B/0.000001	Sy-I/0.000008	Tr-B/0.000001	Tr-I/0.000020
缓	CHN	OTHER	v-B	O/0.999992	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000003	Ch-I/0.000000	O/0.999992	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000004	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
解	CHN	OTHER	v-I	O/0.999983	Bo-B/0.000006	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000003	O/0.999983	Si-B/0.000000	Si-I/0.000001	Sy-B/0.000001	Sy-I/0.000005	Tr-B/0.000000	Tr-I/0.000001
”	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
;	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
“	PUNC	OTHER	x-B	O/0.999964	Bo-B/0.000007	Bo-I/0.000000	Ch-B/0.000010	Ch-I/0.000000	O/0.999964	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000018	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
近	CHN	OTHER	t-B	O/0.999735	Bo-B/0.000058	Bo-I/0.000008	Ch-B/0.000109	Ch-I/0.000010	O/0.999735	Si-B/0.000006	Si-I/0.000000	Sy-B/0.000035	Sy-I/0.000024	Tr-B/0.000015	Tr-I/0.000000
2	NUM	OTHER	m-B	O/0.999990	Bo-B/0.000000	Bo-I/0.000005	Ch-B/0.000000	Ch-I/0.000001	O/0.999990	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000001	Tr-B/0.000002	Tr-I/0.000000
