# 0.036993
今	CHN	OTHER	t-B	O/0.918511	Bo-B/0.000739	Bo-I/0.002628	Ch-B/0.000341	Ch-I/0.005679	DT-B/0.004695	DT-I/0.003514	O/0.918511	Si-B/0.049619	Si-I/0.006761	Sy-B/0.001376	Sy-I/0.002136	Tr-B/0.001106	Tr-I/0.001780	unct-B/0.000604	unct-I/0.000510
侧	CHN	SITE_UNIT	f-I	Sy-I/0.999836	Bo-B/0.000000	Bo-I/0.000033	Ch-B/0.000000	Ch-I/0.000003	DT-B/0.000000	DT-I/0.000002	O/0.000008	Si-B/0.000000	Si-I/0.000007	Sy-B/0.000100	Sy-I/0.999836	Tr-B/0.000001	Tr-I/0.000007	unct-B/0.000001	unct-I/0.000001
疼	CHN	SYM_UNIT	n-B	Sy-I/0.999945	Bo-B/0.000000	Bo-I/0.000005	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000001	O/0.000006	Si-B/0.000000	Si-I/0.000001	Sy-B/0.000038	Sy-I/0.999945	Tr-B/0.000001	Tr-I/0.000001	unct-B/0.000000	unct-I/0.000001
痛	CHN	SYM_UNIT	n-I	Sy-I/0.999950	Bo-B/0.000000	Bo-I/0.000008	Ch-B/0.000000	Ch-I/0.000001	DT-B/0.000000	DT-I/0.000005	O/0.000030	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000001	Sy-I/0.999950	Tr-B/0.000001	Tr-I/0.000003	unct-B/0.000000	unct-I/0.000000
减	CHN	SYM_UNIT	v-B	Sy-I/0.981486	Bo-B/0.000023	Bo-I/0.000023	Ch-B/0.000016	Ch-I/0.000033	DT-B/0.000003	DT-I/0.000064	O/0.017146	Si-B/0.000020	Si-I/0.000064	Sy-B/0.000243	Sy-I/0.981486	Tr-B/0.000406	Tr-I/0.000431	unct-B/0.000003	unct-I/0.000040
轻	CHN	OTHER	v-I	Sy-I/0.970657	Bo-B/0.000007	Bo-I/0.000198	Ch-B/0.000007	Ch-I/0.000399	DT-B/0.000017	DT-I/0.000186	O/0.025281	Si-B/0.000007	Si-I/0.000409	Sy-B/0.000020	Sy-I/0.970657	Tr-B/0.000012	Tr-I/0.002718	unct-B/0.000015	unct-I/0.000067
、	PUNC	OTHER	x-B	O/0.992717	Bo-B/0.000001	Bo-I/0.000002	Ch-B/0.000001	Ch-I/0.000001	DT-B/0.000002	DT-I/0.000002	O/0.992717	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000080	Sy-I/0.007184	Tr-B/0.000002	Tr-I/0.000001	unct-B/0.000001	unct-I/0.000005
活	CHN	OTHER	vn-B	Sy-B/0.936946	Bo-B/0.000655	Bo-I/0.000001	Ch-B/0.000897	Ch-I/0.000049	DT-B/0.000454	DT-I/0.000036	O/0.050262	Si-B/0.000234	Si-I/0.000002	Sy-B/0.936946	Sy-I/0.008711	Tr-B/0.001465	Tr-I/0.000021	unct-B/0.000244	unct-I/0.000022
动	CHN	OTHER	vn-I	Sy-I/0.950244	Bo-B/0.000003	Bo-I/0.000173	Ch-B/0.000010	Ch-I/0.000877	DT-B/0.000010	DT-I/0.000023	O/0.046646	Si-B/0.000007	Si-I/0.000014	Sy-B/0.001668	Sy-I/0.950244	Tr-B/0.000033	Tr-I/0.000264	unct-B/0.000005	unct-I/0.000022
轻	CHN	OTHER	d-B	Sy-I/0.951150	Bo-B/0.000001	Bo-I/0.000013	Ch-B/0.000001	Ch-I/0.000133	DT-B/0.000007	DT-I/0.000015	O/0.046472	Si-B/0.000010	Si-I/0.000011	Sy-B/0.002104	Sy-I/0.951150	Tr-B/0.000004	Tr-I/0.000065	unct-B/0.000002	unct-I/0.000012
度	CHN	OTHER	d-I	Sy-I/0.953052	Bo-B/0.000000	Bo-I/0.000002	Ch-B/0.000003	Ch-I/0.000017	DT-B/0.000002	DT-I/0.000007	O/0.046495	Si-B/0.000002	Si-I/0.000022	Sy-B/0.000363	Sy-I/0.953052	Tr-B/0.000007	Tr-I/0.000022	unct-B/0.000001	unct-I/0.000004
受	CHN	OTHER	v-B	Sy-I/0.952489	Bo-B/0.000002	Bo-I/0.000002	Ch-B/0.000008	Ch-I/0.000011	DT-B/0.000001	DT-I/0.000023	O/0.046823	Si-B/0.000003	Si-I/0.000051	Sy-B/0.000471	Sy-I/0.952489	Tr-B/0.000027	Tr-I/0.000073	unct-B/0.000002	unct-I/0.000014
限	CHN	OTHER	v-I	Sy-I/0.952131	Bo-B/0.000002	Bo-I/0.000015	Ch-B/0.000007	Ch-I/0.000064	DT-B/0.000005	DT-I/0.000042	O/0.047359	Si-B/0.000001	Si-I/0.000152	Sy-B/0.000004	Sy-I/0.952131	Tr-B/0.000005	Tr-I/0.000180	unct-B/0.000003	unct-I/0.000031
,	PUNC	OTHER	x-B	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000001	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
查	CHN	OTHER	nr-B	O/0.998622	Bo-B/0.000125	Bo-I/0.000000	Ch-B/0.000623	Ch-I/0.000004	DT-B/0.000011	DT-I/0.000002	O/0.998622	Si-B/0.000011	Si-I/0.000004	Sy-B/0.000362	Sy-I/0.000000	Tr-B/0.000219	Tr-I/0.000004	unct-B/0.000011	unct-I/0.000002
体	CHN	OTHER	nr-I	O/0.998393	Bo-B/0.000016	Bo-I/0.000092	Ch-B/0.000070	Ch-I/0.000652	DT-B/0.000012	DT-I/0.000028	O/0.998393	Si-B/0.000009	Si-I/0.000028	Sy-B/0.000031	Sy-I/0.000333	Tr-B/0.000023	Tr-I/0.000268	unct-B/0.000006	unct-I/0.000039
:	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
一	CHN	OTHER	a-B	O/0.999260	Bo-B/0.000097	Bo-I/0.000000	Ch-B/0.000073	Ch-I/0.000001	DT-B/0.000049	DT-I/0.000002	O/0.999260	Si-B/0.000025	Si-I/0.000001	Sy-B/0.000325	Sy-I/0.000000	Tr-B/0.000148	Tr-I/0.000002	unct-B/0.000015	unct-I/0.000002
般	CHN	OTHER	a-I	O/0.999782	Bo-B/0.000001	Bo-I/0.000019	Ch-B/0.000001	Ch-I/0.000028	DT-B/0.000001	DT-I/0.000003	O/0.999782	Si-B/0.000001	Si-I/0.000004	Sy-B/0.000003	Sy-I/0.000106	Tr-B/0.000005	Tr-I/0.000042	unct-B/0.000001	unct-I/0.000002
情	CHN	OTHER	n-B	O/0.999940	Bo-B/0.000002	Bo-I/0.000002	Ch-B/0.000006	Ch-I/0.000002	DT-B/0.000001	DT-I/0.000002	O/0.999940	Si-B/0.000002	Si-I/0.000001	Sy-B/0.000004	Sy-I/0.000022	Tr-B/0.000010	Tr-I/0.000005	unct-B/0.000000	unct-I/0.000001
况	CHN	OTHER	n-I	O/0.999899	Bo-B/0.000002	Bo-I/0.000016	Ch-B/0.000001	Ch-I/0.000006	DT-B/0.000001	DT-I/0.000011	O/0.999899	Si-B/0.000000	Si-I/0.000002	Sy-B/0.000002	Sy-I/0.000018	Tr-B/0.000013	Tr-I/0.000021	unct-B/0.000001	unct-I/0.000006
可	CHN	OTHER	v-B	O/0.999951	Bo-B/0.000001	Bo-I/0.000000	Ch-B/0.000002	Ch-I/0.000001	DT-B/0.000001	DT-I/0.000004	O/0.999951	Si-B/0.000001	Si-I/0.000003	Sy-B/0.000002	Sy-I/0.000008	Tr-B/0.000010	Tr-I/0.000012	unct-B/0.000000	unct-I/0.000003
,	PUNC	OTHER	x-B	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
心	CHN	PART_UNIT	n-B	Ch-B/0.964558	Bo-B/0.024134	Bo-I/0.000026	Ch-B/0.964558	Ch-I/0.000064	DT-B/0.000074	DT-I/0.000029	O/0.006154	Si-B/0.000877	Si-I/0.000008	Sy-B/0.000999	Sy-I/0.000000	Tr-B/0.000196	Tr-I/0.000002	unct-B/0.002866	unct-I/0.000013
肺	CHN	PART_UNIT	n-I	Ch-I/0.969964	Bo-B/0.000092	Bo-I/0.023969	Ch-B/0.000525	Ch-I/0.969964	DT-B/0.000006	DT-I/0.000078	O/0.003649	Si-B/0.000015	Si-I/0.000540	Sy-B/0.000010	Sy-I/0.000495	Tr-B/0.000035	Tr-I/0.000122	unct-B/0.000026	unct-I/0.000474
腹	CHN	PART_UNIT	n-B	Ch-I/0.972334	Bo-B/0.000064	Bo-I/0.021530	Ch-B/0.001631	Ch-I/0.972334	DT-B/0.000004	DT-I/0.000067	O/0.003250	Si-B/0.000023	Si-I/0.000390	Sy-B/0.000016	Sy-I/0.000162	Tr-B/0.000023	Tr-I/0.000039	unct-B/0.000080	unct-I/0.000387
查	CHN	OTHER	n-I	Ch-I/0.977836	Bo-B/0.000021	Bo-I/0.016894	Ch-B/0.000005	Ch-I/0.977836	DT-B/0.000002	DT-I/0.000027	O/0.004560	Si-B/0.000001	Si-I/0.000404	Sy-B/0.000000	Sy-I/0.000089	Tr-B/0.000006	Tr-I/0.000030	unct-B/0.000001	unct-I/0.000125
体	CHN	OTHER	n-I	Ch-I/0.971821	Bo-B/0.000011	Bo-I/0.020492	Ch-B/0.000010	Ch-I/0.971821	DT-B/0.000012	DT-I/0.000147	O/0.006895	Si-B/0.000003	Si-I/0.000241	Sy-B/0.000001	Sy-I/0.000074	Tr-B/0.000013	Tr-I/0.000168	unct-B/0.000007	unct-I/0.000103
未	CHN	NON_UNIT	i-B	O/0.999144	Bo-B/0.000005	Bo-I/0.000023	Ch-B/0.000001	Ch-I/0.000730	DT-B/0.000002	DT-I/0.000008	O/0.999144	Si-B/0.000001	Si-I/0.000002	Sy-B/0.000005	Sy-I/0.000052	Tr-B/0.000005	Tr-I/0.000013	unct-B/0.000002	unct-I/0.000008
见	CHN	BREAK_UNIT	i-I	O/0.999835	Bo-B/0.000004	Bo-I/0.000002	Ch-B/0.000003	Ch-I/0.000021	DT-B/0.000001	DT-I/0.000002	O/0.999835	Si-B/0.000004	Si-I/0.000001	Sy-B/0.000060	Sy-I/0.000050	Tr-B/0.000009	Tr-I/0.000003	unct-B/0.000002	unct-I/0.000003
异	CHN	OTHER	i-I	Sy-B/0.980799	Bo-B/0.000018	Bo-I/0.000011	Ch-B/0.000084	Ch-I/0.000012	DT-B/0.000010	DT-I/0.000021	O/0.017988	Si-B/0.000037	Si-I/0.000024	Sy-B/0.980799	Sy-I/0.000621	Tr-B/0.000272	Tr-I/0.000061	unct-B/0.000007	unct-I/0.000035
常	CHN	OTHER	i-I	Sy-I/0.980683	Bo-B/0.000007	Bo-I/0.000073	Ch-B/0.000013	Ch-I/0.000134	DT-B/0.000014	DT-I/0.000110	O/0.018190	Si-B/0.000004	Si-I/0.000152	Sy-B/0.000022	Sy-I/0.980683	Tr-B/0.000011	Tr-I/0.000460	unct-B/0.000007	unct-I/0.000119
。	PUNC	OTHER	x-B	O/0.999763	Bo-B/0.000001	Bo-I/0.000007	Ch-B/0.000001	Ch-I/0.000000	DT-B/0.000001	DT-I/0.000002	O/0.999763	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000002	Sy-I/0.000215	Tr-B/0.000001	Tr-I/0.000002	unct-B/0.000001	unct-I/0.000003
右	CHN	SITE_UNIT	n-B	Bo-B/0.790433	Bo-B/0.790433	Bo-I/0.000453	Ch-B/0.004218	Ch-I/0.000003	DT-B/0.000098	DT-I/0.000009	O/0.034192	Si-B/0.003494	Si-I/0.000002	Sy-B/0.166267	Sy-I/0.000150	Tr-B/0.000498	Tr-I/0.000002	unct-B/0.000173	unct-I/0.000008
膝	CHN	PART_UNIT	n-I	Bo-I/0.794124	Bo-B/0.000243	Bo-I/0.794124	Ch-B/0.000007	Ch-I/0.003645	DT-B/0.000003	DT-I/0.000035	O/0.033734	Si-B/0.000022	Si-I/0.001847	Sy-B/0.000125	Sy-I/0.165762	Tr-B/0.000084	Tr-I/0.000291	unct-B/0.000007	unct-I/0.000071
内	CHN	SITE_UNIT	f-B	Bo-I/0.766871	Bo-B/0.000664	Bo-I/0.766871	Ch-B/0.000076	Ch-I/0.002690	DT-B/0.000026	DT-I/0.000188	O/0.054277	Si-B/0.000301	Si-I/0.002476	Sy-B/0.003388	Sy-I/0.165645	Tr-B/0.001178	Tr-I/0.001951	unct-B/0.000024	unct-I/0.000246
侧	CHN	SITE_UNIT	f-I	Bo-I/0.667059	Bo-B/0.000103	Bo-I/0.667059	Ch-B/0.000030	Ch-I/0.002614	DT-B/0.000064	DT-I/0.000859	O/0.140237	Si-B/0.000083	Si-I/0.005641	Sy-B/0.000036	Sy-I/0.168798	Tr-B/0.000052	Tr-I/0.013797	unct-B/0.000084	unct-I/0.000542
、	PUNC	OTHER	x-B	O/0.999859	Bo-B/0.000000	Bo-I/0.000063	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/0.999859	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000002	Sy-I/0.000072	Tr-B/0.000000	Tr-I/0.000001	unct-B/0.000000	unct-I/0.000001
右	CHN	SITE_UNIT	n-B	Sy-B/0.926282	Bo-B/0.029884	Bo-I/0.000025	Ch-B/0.000717	Ch-I/0.000004	DT-B/0.000074	DT-I/0.000007	O/0.004046	Si-B/0.035923	Si-I/0.000012	Sy-B/0.926282	Sy-I/0.000262	Tr-B/0.002633	Tr-I/0.000004	unct-B/0.000122	unct-I/0.000006
小	CHN	SYM_UNIT	n-I	Sy-I/0.929638	Bo-B/0.000140	Bo-I/0.028194	Ch-B/0.000010	Ch-I/0.000589	DT-B/0.000003	DT-I/0.000090	O/0.003641	Si-B/0.000022	Si-I/0.034907	Sy-B/0.000268	Sy-I/0.929638	Tr-B/0.000104	Tr-I/0.002291	unct-B/0.000004	unct-I/0.000099
腿	CHN	PART_UNIT	n-I	Sy-I/0.926752	Bo-B/0.000014	Bo-I/0.029638	Ch-B/0.000008	Ch-I/0.001111	DT-B/0.000007	DT-I/0.000263	O/0.003930	Si-B/0.000005	Si-I/0.035061	Sy-B/0.000007	Sy-I/0.926752	Tr-B/0.000009	Tr-I/0.003004	unct-B/0.000022	unct-I/0.000169
、	PUNC	OTHER	x-B	O/0.999846	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/0.999846	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000002	Sy-I/0.000150	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
右	CHN	SITE_UNIT	n-B	Sy-B/0.993831	Bo-B/0.002241	Bo-I/0.000001	Ch-B/0.000168	Ch-I/0.000000	DT-B/0.000052	DT-I/0.000006	O/0.001093	Si-B/0.001711	Si-I/0.000000	Sy-B/0.993831	Sy-I/0.000317	Tr-B/0.000493	Tr-I/0.000001	unct-B/0.000083	unct-I/0.000003
踝	CHN	OTHER	n-I	Sy-I/0.998760	Bo-B/0.000000	Bo-I/0.000189	Ch-B/0.000000	Ch-I/0.000022	DT-B/0.000000	DT-I/0.000003	O/0.000877	Si-B/0.000000	Si-I/0.000068	Sy-B/0.000021	Sy-I/0.998760	Tr-B/0.000001	Tr-I/0.000052	unct-B/0.000000	unct-I/0.000004
轻	CHN	OTHER	d-B	Sy-I/0.998367	Bo-B/0.000000	Bo-I/0.000035	Ch-B/0.000001	Ch-I/0.000006	DT-B/0.000003	DT-I/0.000009	O/0.001325	Si-B/0.000005	Si-I/0.000040	Sy-B/0.000166	Sy-I/0.998367	Tr-B/0.000003	Tr-I/0.000031	unct-B/0.000001	unct-I/0.000007
度	CHN	OTHER	d-I	Sy-I/0.997843	Bo-B/0.000002	Bo-I/0.000020	Ch-B/0.000007	Ch-I/0.000014	DT-B/0.000005	DT-I/0.000025	O/0.001784	Si-B/0.000002	Si-I/0.000061	Sy-B/0.000169	Sy-I/0.997843	Tr-B/0.000010	Tr-I/0.000042	unct-B/0.000004	unct-I/0.000014
肿	CHN	OTHER	v-B	Sy-I/0.993673	Bo-B/0.000001	Bo-I/0.000007	Ch-B/0.000011	Ch-I/0.000019	DT-B/0.000003	DT-I/0.000026	O/0.001022	Si-B/0.000007	Si-I/0.000079	Sy-B/0.005069	Sy-I/0.993673	Tr-B/0.000018	Tr-I/0.000052	unct-B/0.000002	unct-I/0.000012
胀	CHN	OTHER	v-I	Sy-I/0.998399	Bo-B/0.000000	Bo-I/0.000008	Ch-B/0.000000	Ch-I/0.000049	DT-B/0.000001	DT-I/0.000010	O/0.001315	Si-B/0.000001	Si-I/0.000123	Sy-B/0.000026	Sy-I/0.998399	Tr-B/0.000003	Tr-I/0.000059	unct-B/0.000001	unct-I/0.000003
略	CHN	OTHER	d-B	Sy-I/0.987288	Bo-B/0.000004	Bo-I/0.000024	Ch-B/0.000009	Ch-I/0.000042	DT-B/0.000032	DT-I/0.000098	O/0.011690	Si-B/0.000016	Si-I/0.000213	Sy-B/0.000286	Sy-I/0.987288	Tr-B/0.000029	Tr-I/0.000191	unct-B/0.000015	unct-I/0.000061
消	CHN	OTHER	v-B	Sy-I/0.982663	Bo-B/0.000009	Bo-I/0.000024	Ch-B/0.000010	Ch-I/0.000035	DT-B/0.000004	DT-I/0.000117	O/0.013637	Si-B/0.000005	Si-I/0.000285	Sy-B/0.002757	Sy-I/0.982663	Tr-B/0.000048	Tr-I/0.000291	unct-B/0.000003	unct-I/0.000112
