# 0.087557
原	CHN	OTHER	n-B	Si-B/0.995993	Bo-B/0.000057	Bo-I/0.000068	Ch-B/0.000139	Ch-I/0.000113	DT-B/0.000112	DT-I/0.000150	O/0.000050	Si-B/0.995993	Si-I/0.002738	Sy-B/0.000039	Sy-I/0.000032	Tr-B/0.000150	Tr-I/0.000060	unct-B/0.000136	unct-I/0.000162
中	CHN	OTHER	f-B	DT-B/0.975400	Bo-B/0.001187	Bo-I/0.000008	Ch-B/0.001410	Ch-I/0.000010	DT-B/0.975400	DT-I/0.001386	O/0.013234	Si-B/0.001132	Si-I/0.000131	Sy-B/0.002454	Sy-I/0.000002	Tr-B/0.003154	Tr-I/0.000022	unct-B/0.000389	unct-I/0.000081
危	CHN	OTHER	n-B	DT-I/0.983637	Bo-B/0.000031	Bo-I/0.000674	Ch-B/0.000135	Ch-I/0.000955	DT-B/0.000048	DT-I/0.983637	O/0.010491	Si-B/0.000022	Si-I/0.000804	Sy-B/0.000054	Sy-I/0.001104	Tr-B/0.000049	Tr-I/0.001298	unct-B/0.000040	unct-I/0.000659
)	PUNC	OTHER	x-B	O/0.997778	Bo-B/0.000007	Bo-I/0.000115	Ch-B/0.000023	Ch-I/0.000015	DT-B/0.000023	DT-I/0.001187	O/0.997778	Si-B/0.000005	Si-I/0.000014	Sy-B/0.000013	Sy-I/0.000017	Tr-B/0.000012	Tr-I/0.000053	unct-B/0.000008	unct-I/0.000730
;	PUNC	OTHER	x-B	O/0.999970	Bo-B/0.000001	Bo-I/0.000001	Ch-B/0.000002	Ch-I/0.000000	DT-B/0.000002	DT-I/0.000002	O/0.999970	Si-B/0.000002	Si-I/0.000000	Sy-B/0.000004	Sy-I/0.000000	Tr-B/0.000002	Tr-I/0.000001	unct-B/0.000001	unct-I/0.000012
高	CHN	SYM_UNIT	n-B	Si-B/0.986052	Bo-B/0.000320	Bo-I/0.000000	Ch-B/0.000536	Ch-I/0.000000	DT-B/0.000090	DT-I/0.000009	O/0.012490	Si-B/0.986052	Si-I/0.000154	Sy-B/0.000100	Sy-I/0.000000	Tr-B/0.000188	Tr-I/0.000000	unct-B/0.000055	unct-I/0.000005
脂	CHN	OTHER	n-I	Si-I/0.989393	Bo-B/0.000001	Bo-I/0.000019	Ch-B/0.000003	Ch-I/0.000281	DT-B/0.000002	DT-I/0.000033	O/0.009631	Si-B/0.000532	Si-I/0.989393	Sy-B/0.000003	Sy-I/0.000012	Tr-B/0.000015	Tr-I/0.000052	unct-B/0.000002	unct-I/0.000022
血	CHN	OTHER	n-I	Si-I/0.990804	Bo-B/0.000001	Bo-I/0.000006	Ch-B/0.000004	Ch-I/0.000232	DT-B/0.000001	DT-I/0.000018	O/0.008787	Si-B/0.000064	Si-I/0.990804	Sy-B/0.000013	Sy-I/0.000016	Tr-B/0.000008	Tr-I/0.000029	unct-B/0.000001	unct-I/0.000015
症	CHN	OTHER	n-I	Si-I/0.989848	Bo-B/0.000002	Bo-I/0.000068	Ch-B/0.000003	Ch-I/0.000420	DT-B/0.000004	DT-I/0.000120	O/0.009206	Si-B/0.000001	Si-I/0.989848	Sy-B/0.000001	Sy-I/0.000082	Tr-B/0.000003	Tr-I/0.000138	unct-B/0.000003	unct-I/0.000100
;	PUNC	OTHER	x-B	O/0.999686	Bo-B/0.000001	Bo-I/0.000003	Ch-B/0.000002	Ch-I/0.000001	DT-B/0.000002	DT-I/0.000002	O/0.999686	Si-B/0.000002	Si-I/0.000282	Sy-B/0.000002	Sy-I/0.000000	Tr-B/0.000002	Tr-I/0.000002	unct-B/0.000001	unct-I/0.000013
表	CHN	OTHER	n-B	Si-B/0.983798	Bo-B/0.002812	Bo-I/0.000009	Ch-B/0.002816	Ch-I/0.000008	DT-B/0.000680	DT-I/0.000045	O/0.005546	Si-B/0.983798	Si-I/0.001004	Sy-B/0.000966	Sy-I/0.000003	Tr-B/0.001894	Tr-I/0.000008	unct-B/0.000380	unct-I/0.000030
皮	CHN	OTHER	n-I	Si-I/0.991946	Bo-B/0.000007	Bo-I/0.001306	Ch-B/0.000007	Ch-I/0.001548	DT-B/0.000013	DT-I/0.000273	O/0.002611	Si-B/0.000551	Si-I/0.991946	Sy-B/0.000009	Sy-I/0.000651	Tr-B/0.000035	Tr-I/0.000932	unct-B/0.000007	unct-I/0.000106
样	CHN	OTHER	n-B	Si-I/0.993873	Bo-B/0.000004	Bo-I/0.001032	Ch-B/0.000030	Ch-I/0.000749	DT-B/0.000003	DT-I/0.000121	O/0.001863	Si-B/0.001355	Si-I/0.993873	Sy-B/0.000016	Sy-I/0.000526	Tr-B/0.000009	Tr-I/0.000346	unct-B/0.000009	unct-I/0.000063
囊	CHN	PART_UNIT	n-B	Si-I/0.996084	Bo-B/0.000019	Bo-I/0.000411	Ch-B/0.000200	Ch-I/0.000728	DT-B/0.000001	DT-I/0.000036	O/0.001266	Si-B/0.000227	Si-I/0.996084	Sy-B/0.000213	Sy-I/0.000468	Tr-B/0.000123	Tr-I/0.000131	unct-B/0.000009	unct-I/0.000082
肿	CHN	OTHER	n-I	Si-I/0.994429	Bo-B/0.000003	Bo-I/0.000362	Ch-B/0.000004	Ch-I/0.001393	DT-B/0.000006	DT-I/0.000229	O/0.001354	Si-B/0.000003	Si-I/0.994429	Sy-B/0.000006	Sy-I/0.001229	Tr-B/0.000005	Tr-I/0.000756	unct-B/0.000005	unct-I/0.000217
@	PUNC	OTHER	x-B	O/0.999959	Bo-B/0.000000	Bo-I/0.000004	Ch-B/0.000001	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000001	O/0.999959	Si-B/0.000000	Si-I/0.000030	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000001	unct-B/0.000000	unct-I/0.000002
1	NUM	OTHER	m-B	O/0.999975	Bo-B/0.000001	Bo-I/0.000001	Ch-B/0.000006	Ch-I/0.000000	DT-B/0.000006	DT-I/0.000000	O/0.999975	Si-B/0.000006	Si-I/0.000003	Sy-B/0.000001	Sy-I/0.000000	Tr-B/0.000001	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
.	PUNC	OTHER	m-I	O/0.999989	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000001	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/0.999989	Si-B/0.000005	Si-I/0.000002	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000001	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
病	CHN	OTHER	n-B	O/0.998640	Bo-B/0.000104	Bo-I/0.000001	Ch-B/0.000173	Ch-I/0.000003	DT-B/0.000012	DT-I/0.000002	O/0.998640	Si-B/0.000908	Si-I/0.000076	Sy-B/0.000020	Sy-I/0.000000	Tr-B/0.000054	Tr-I/0.000001	unct-B/0.000007	unct-I/0.000001
史	CHN	OTHER	n-I	O/0.998268	Bo-B/0.000003	Bo-I/0.000104	Ch-B/0.000009	Ch-I/0.000187	DT-B/0.000005	DT-I/0.000045	O/0.998268	Si-B/0.000003	Si-I/0.001235	Sy-B/0.000005	Sy-I/0.000019	Tr-B/0.000012	Tr-I/0.000070	unct-B/0.000002	unct-I/0.000032
:	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
为	CHN	OTHER	p-B	O/0.999658	Bo-B/0.000037	Bo-I/0.000001	Ch-B/0.000136	Ch-I/0.000001	DT-B/0.000016	DT-I/0.000002	O/0.999658	Si-B/0.000026	Si-I/0.000001	Sy-B/0.000057	Sy-I/0.000000	Tr-B/0.000059	Tr-I/0.000001	unct-B/0.000006	unct-I/0.000000
中	CHN	OTHER	j-B	O/0.999493	Bo-B/0.000010	Bo-I/0.000035	Ch-B/0.000027	Ch-I/0.000110	DT-B/0.000020	DT-I/0.000018	O/0.999493	Si-B/0.000041	Si-I/0.000026	Sy-B/0.000026	Sy-I/0.000043	Tr-B/0.000093	Tr-I/0.000047	unct-B/0.000003	unct-I/0.000007
老	CHN	OTHER	j-I	O/0.999745	Bo-B/0.000002	Bo-I/0.000017	Ch-B/0.000003	Ch-I/0.000071	DT-B/0.000003	DT-I/0.000008	O/0.999745	Si-B/0.000003	Si-I/0.000037	Sy-B/0.000012	Sy-I/0.000032	Tr-B/0.000015	Tr-I/0.000046	unct-B/0.000001	unct-I/0.000003
年	CHN	OTHER	j-I	O/0.999902	Bo-B/0.000001	Bo-I/0.000004	Ch-B/0.000002	Ch-I/0.000013	DT-B/0.000002	DT-I/0.000004	O/0.999902	Si-B/0.000005	Si-I/0.000023	Sy-B/0.000006	Sy-I/0.000018	Tr-B/0.000007	Tr-I/0.000011	unct-B/0.000001	unct-I/0.000002
男	CHN	OTHER	n-B	O/0.999755	Bo-B/0.000009	Bo-I/0.000003	Ch-B/0.000012	Ch-I/0.000003	DT-B/0.000002	DT-I/0.000015	O/0.999755	Si-B/0.000019	Si-I/0.000036	Sy-B/0.000068	Sy-I/0.000016	Tr-B/0.000027	Tr-I/0.000008	unct-B/0.000002	unct-I/0.000025
性	CHN	OTHER	n-I	O/0.999626	Bo-B/0.000001	Bo-I/0.000010	Ch-B/0.000003	Ch-I/0.000008	DT-B/0.000002	DT-I/0.000033	O/0.999626	Si-B/0.000001	Si-I/0.000076	Sy-B/0.000002	Sy-I/0.000092	Tr-B/0.000005	Tr-I/0.000023	unct-B/0.000001	unct-I/0.000117
,	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
慢	CHN	OTHER	b-B	O/0.993781	Bo-B/0.000066	Bo-I/0.000001	Ch-B/0.000113	Ch-I/0.000000	DT-B/0.000026	DT-I/0.000004	O/0.993781	Si-B/0.001387	Si-I/0.000001	Sy-B/0.004516	Sy-I/0.000004	Tr-B/0.000068	Tr-I/0.000001	unct-B/0.000030	unct-I/0.000001
性	CHN	OTHER	b-I	O/0.994868	Bo-B/0.000002	Bo-I/0.000016	Ch-B/0.000004	Ch-I/0.000034	DT-B/0.000003	DT-I/0.000012	O/0.994868	Si-B/0.000006	Si-I/0.000818	Sy-B/0.000030	Sy-I/0.004149	Tr-B/0.000014	Tr-I/0.000026	unct-B/0.000002	unct-I/0.000016
起	CHN	OTHER	v-B	O/0.995993	Bo-B/0.000001	Bo-I/0.000001	Ch-B/0.000003	Ch-I/0.000004	DT-B/0.000000	DT-I/0.000003	O/0.995993	Si-B/0.000006	Si-I/0.000526	Sy-B/0.000076	Sy-I/0.003348	Tr-B/0.000024	Tr-I/0.000010	unct-B/0.000000	unct-I/0.000004
病	CHN	OTHER	v-I	O/0.995953	Bo-B/0.000002	Bo-I/0.000002	Ch-B/0.000003	Ch-I/0.000015	DT-B/0.000003	DT-I/0.000007	O/0.995953	Si-B/0.000001	Si-I/0.000581	Sy-B/0.000007	Sy-I/0.003367	Tr-B/0.000007	Tr-I/0.000044	unct-B/0.000001	unct-I/0.000008
。	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
既	CHN	OTHER	t-B	O/0.997936	Bo-B/0.000376	Bo-I/0.000002	Ch-B/0.000434	Ch-I/0.000014	DT-B/0.000789	DT-I/0.000035	O/0.997936	Si-B/0.000058	Si-I/0.000007	Sy-B/0.000153	Sy-I/0.000001	Tr-B/0.000171	Tr-I/0.000004	unct-B/0.000017	unct-I/0.000005
往	CHN	OTHER	t-I	O/0.997318	Bo-B/0.000012	Bo-I/0.000336	Ch-B/0.000061	Ch-I/0.000497	DT-B/0.000021	DT-I/0.001127	O/0.997318	Si-B/0.000014	Si-I/0.000089	Sy-B/0.000070	Sy-I/0.000150	Tr-B/0.000053	Tr-I/0.000197	unct-B/0.000010	unct-I/0.000046
:	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
既	CHN	OTHER	t-B	O/0.999461	Bo-B/0.000092	Bo-I/0.000003	Ch-B/0.000038	Ch-I/0.000001	DT-B/0.000153	DT-I/0.000005	O/0.999461	Si-B/0.000061	Si-I/0.000001	Sy-B/0.000056	Sy-I/0.000000	Tr-B/0.000110	Tr-I/0.000002	unct-B/0.000015	unct-I/0.000001
往	CHN	OTHER	t-I	O/0.999387	Bo-B/0.000008	Bo-I/0.000083	Ch-B/0.000012	Ch-I/0.000035	DT-B/0.000007	DT-I/0.000099	O/0.999387	Si-B/0.000006	Si-I/0.000042	Sy-B/0.000037	Sy-I/0.000038	Tr-B/0.000125	Tr-I/0.000104	unct-B/0.000003	unct-I/0.000013
有	CHN	OTHER	v-B	O/0.999835	Bo-B/0.000001	Bo-I/0.000002	Ch-B/0.000002	Ch-I/0.000004	DT-B/0.000001	DT-I/0.000006	O/0.999835	Si-B/0.000000	Si-I/0.000016	Sy-B/0.000002	Sy-I/0.000040	Tr-B/0.000002	Tr-I/0.000085	unct-B/0.000000	unct-I/0.000004
“	PUNC	OTHER	x-B	O/0.999997	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/0.999997	Si-B/0.000001	Si-I/0.000000	Sy-B/0.000001	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
皮	CHN	OTHER	n-B	Si-B/0.992493	Bo-B/0.001328	Bo-I/0.000007	Ch-B/0.000510	Ch-I/0.000003	DT-B/0.000239	DT-I/0.000034	O/0.000871	Si-B/0.992493	Si-I/0.000577	Sy-B/0.001903	Sy-I/0.000001	Tr-B/0.001762	Tr-I/0.000013	unct-B/0.000245	unct-I/0.000013
下	CHN	SITE_UNIT	n-I	Si-I/0.997022	Bo-B/0.000003	Bo-I/0.000263	Ch-B/0.000002	Ch-I/0.000135	DT-B/0.000002	DT-I/0.000044	O/0.000280	Si-B/0.000875	Si-I/0.997022	Sy-B/0.000001	Sy-I/0.000404	Tr-B/0.000012	Tr-I/0.000928	unct-B/0.000003	unct-I/0.000026
脂	CHN	OTHER	n-I	Si-I/0.998979	Bo-B/0.000000	Bo-I/0.000026	Ch-B/0.000000	Ch-I/0.000096	DT-B/0.000000	DT-I/0.000006	O/0.000257	Si-B/0.000008	Si-I/0.998979	Sy-B/0.000000	Sy-I/0.000212	Tr-B/0.000002	Tr-I/0.000408	unct-B/0.000000	unct-I/0.000005
肪	CHN	OTHER	n-I	Si-I/0.998300	Bo-B/0.000002	Bo-I/0.000026	Ch-B/0.000002	Ch-I/0.000198	DT-B/0.000002	DT-I/0.000096	O/0.000368	Si-B/0.000010	Si-I/0.998300	Sy-B/0.000002	Sy-I/0.000239	Tr-B/0.000014	Tr-I/0.000654	unct-B/0.000001	unct-I/0.000085
瘤	CHN	OTHER	n-B	Si-I/0.994223	Bo-B/0.000019	Bo-I/0.000416	Ch-B/0.000061	Ch-I/0.000535	DT-B/0.000032	DT-I/0.000970	O/0.001039	Si-B/0.000020	Si-I/0.994223	Sy-B/0.000016	Sy-I/0.000475	Tr-B/0.000026	Tr-I/0.001450	unct-B/0.000031	unct-I/0.000686
”	PUNC	OTHER	x-B	O/0.999328	Bo-B/0.000000	Bo-I/0.000001	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/0.999328	Si-B/0.000001	Si-I/0.000669	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000001
病	CHN	OTHER	n-B	O/0.998595	Bo-B/0.000077	Bo-I/0.000001	Ch-B/0.000070	Ch-I/0.000001	DT-B/0.000020	DT-I/0.000001	O/0.998595	Si-B/0.000384	Si-I/0.000702	Sy-B/0.000022	Sy-I/0.000000	Tr-B/0.000115	Tr-I/0.000000	unct-B/0.000010	unct-I/0.000001
史	CHN	OTHER	n-I	O/0.998744	Bo-B/0.000001	Bo-I/0.000041	Ch-B/0.000001	Ch-I/0.000056	DT-B/0.000002	DT-I/0.000005	O/0.998744	Si-B/0.000001	Si-I/0.001047	Sy-B/0.000002	Sy-I/0.000007	Tr-B/0.000010	Tr-I/0.000081	unct-B/0.000001	unct-I/0.000002
多	CHN	SYM_UNIT	m-B	O/0.999862	Bo-B/0.000001	Bo-I/0.000000	Ch-B/0.000001	Ch-I/0.000001	DT-B/0.000000	DT-I/0.000001	O/0.999862	Si-B/0.000001	Si-I/0.000007	Sy-B/0.000104	Sy-I/0.000000	Tr-B/0.000006	Tr-I/0.000015	unct-B/0.000000	unct-I/0.000001
年	CHN	OTHER	m-I	O/0.999687	Bo-B/0.000003	Bo-I/0.000005	Ch-B/0.000008	Ch-I/0.000010	DT-B/0.000004	DT-I/0.000023	O/0.999687	Si-B/0.000005	Si-I/0.000006	Sy-B/0.000019	Sy-I/0.000089	Tr-B/0.000011	Tr-I/0.000121	unct-B/0.000002	unct-I/0.000006
;	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
有	CHN	OTHER	v-B	O/0.999925	Bo-B/0.000011	Bo-I/0.000000	Ch-B/0.000034	Ch-I/0.000000	DT-B/0.000004	DT-I/0.000002	O/0.999925	Si-B/0.000003	Si-I/0.000000	Sy-B/0.000006	Sy-I/0.000000	Tr-B/0.000010	Tr-I/0.000002	unct-B/0.000002	unct-I/0.000001
“	PUNC	OTHER	x-B	O/0.999998	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/0.999998	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000001	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
高	CHN	SYM_UNIT	n-B	Si-B/0.540408	Bo-B/0.000589	Bo-I/0.000002	Ch-B/0.000667	Ch-I/0.000001	DT-B/0.000343	DT-I/0.000038	O/0.456031	Si-B/0.540408	Si-I/0.000505	Sy-B/0.000659	Sy-I/0.000001	Tr-B/0.000544	Tr-I/0.000001	unct-B/0.000196	unct-I/0.000014
血	CHN	OTHER	n-I	Si-I/0.548499	Bo-B/0.000011	Bo-I/0.000072	Ch-B/0.000139	Ch-I/0.000328	DT-B/0.000032	DT-I/0.000307	O/0.010411	Si-B/0.439505	Si-I/0.548499	Sy-B/0.000030	Sy-I/0.000097	Tr-B/0.000227	Tr-I/0.000155	unct-B/0.000030	unct-I/0.000158
压	CHN	OTHER	n-I	Si-I/0.992600	Bo-B/0.000001	Bo-I/0.000009	Ch-B/0.000008	Ch-I/0.000252	DT-B/0.000004	DT-I/0.000042	O/0.006786	Si-B/0.000133	Si-I/0.992600	Sy-B/0.000008	Sy-I/0.000025	Tr-B/0.000027	Tr-I/0.000077	unct-B/0.000003	unct-I/0.000027
病	CHN	OTHER	n-I	Si-I/0.993364	Bo-B/0.000000	Bo-I/0.000002	Ch-B/0.000001	Ch-I/0.000116	DT-B/0.000001	DT-I/0.000003	O/0.006436	Si-B/0.000023	Si-I/0.993364	Sy-B/0.000001	Sy-I/0.000015	Tr-B/0.000001	Tr-I/0.000033	unct-B/0.000000	unct-I/0.000003
2	NUM	OTHER	m-B	Si-I/0.989931	Bo-B/0.000016	Bo-I/0.000079	Ch-B/0.000010	Ch-I/0.000014	DT-B/0.000023	DT-I/0.000024	O/0.008748	Si-B/0.001107	Si-I/0.989931	Sy-B/0.000004	Sy-I/0.000008	Tr-B/0.000015	Tr-I/0.000010	unct-B/0.000004	unct-I/0.000008
级	CHN	OTHER	q-B	Si-I/0.989290	Bo-B/0.000015	Bo-I/0.000382	Ch-B/0.000037	Ch-I/0.000135	DT-B/0.000115	DT-I/0.000594	O/0.009047	Si-B/0.000016	Si-I/0.989290	Sy-B/0.000010	Sy-I/0.000052	Tr-B/0.000016	Tr-I/0.000218	unct-B/0.000025	unct-I/0.000049
、	PUNC	OTHER	x-B	O/0.999837	Bo-B/0.000001	Bo-I/0.000001	Ch-B/0.000001	Ch-I/0.000000	DT-B/0.000002	DT-I/0.000003	O/0.999837	Si-B/0.000000	Si-I/0.000144	Sy-B/0.000002	Sy-I/0.000000	Tr-B/0.000001	Tr-I/0.000001	unct-B/0.000001	unct-I/0.000005
高	CHN	SYM_UNIT	n-B	Si-B/0.997137	Bo-B/0.000206	Bo-I/0.000000	Ch-B/0.000141	Ch-I/0.000000	DT-B/0.000177	DT-I/0.000007	O/0.001484	Si-B/0.997137	Si-I/0.000154	Sy-B/0.000265	Sy-I/0.000000	Tr-B/0.000383	Tr-I/0.000000	unct-B/0.000043	unct-I/0.000003
