# 0.000010
慢	CHN	Si-B/0.997644	Bo-B/0.000030	Bo-I/0.000036	Ch-B/0.000023	Ch-I/0.000028	DT-B/0.000041	DT-I/0.000091	O/0.000185	Si-B/0.997644	Si-I/0.001372	Sy-B/0.000214	Sy-I/0.000021	Tr-B/0.000042	Tr-I/0.000029	unct-B/0.000091	unct-I/0.000151
发	CHN	O/0.669498	Bo-B/0.000010	Bo-I/0.000290	Ch-B/0.000031	Ch-I/0.002334	DT-B/0.000005	DT-I/0.000033	O/0.669498	Si-B/0.001083	Si-I/0.326056	Sy-B/0.000040	Sy-I/0.000231	Tr-B/0.000051	Tr-I/0.000250	unct-B/0.000009	unct-I/0.000080
息	CHN	O/0.669224	Bo-B/0.000066	Bo-I/0.000044	Ch-B/0.000088	Ch-I/0.001433	DT-B/0.000012	DT-I/0.000073	O/0.669224	Si-B/0.000635	Si-I/0.327150	Sy-B/0.000612	Sy-I/0.000196	Tr-B/0.000129	Tr-I/0.000236	unct-B/0.000013	unct-I/0.000088
肉	CHN	O/0.668293	Bo-B/0.000048	Bo-I/0.000118	Ch-B/0.000082	Ch-I/0.001241	DT-B/0.000027	DT-I/0.000300	O/0.668293	Si-B/0.000046	Si-I/0.328100	Sy-B/0.000411	Sy-I/0.000769	Tr-B/0.000058	Tr-I/0.000341	unct-B/0.000023	unct-I/0.000143
@	PUNC	O/0.999998	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/0.999998	Si-B/0.000000	Si-I/0.000001	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
患	CHN	O/0.999396	Bo-B/0.000193	Bo-I/0.000002	Ch-B/0.000071	Ch-I/0.000001	DT-B/0.000177	DT-I/0.000001	O/0.999396	Si-B/0.000074	Si-I/0.000000	Sy-B/0.000015	Sy-I/0.000000	Tr-B/0.000050	Tr-I/0.000000	unct-B/0.000020	unct-I/0.000000
者	CHN	O/0.999786	Bo-B/0.000002	Bo-I/0.000116	Ch-B/0.000004	Ch-I/0.000031	DT-B/0.000001	DT-I/0.000010	O/0.999786	Si-B/0.000002	Si-I/0.000015	Sy-B/0.000002	Sy-I/0.000005	Tr-B/0.000004	Tr-I/0.000018	unct-B/0.000001	unct-I/0.000002
为	CHN	O/0.999961	Bo-B/0.000003	Bo-I/0.000007	Ch-B/0.000004	Ch-I/0.000003	DT-B/0.000000	DT-I/0.000001	O/0.999961	Si-B/0.000003	Si-I/0.000003	Sy-B/0.000007	Sy-I/0.000002	Tr-B/0.000003	Tr-I/0.000002	unct-B/0.000000	unct-I/0.000001
中	CHN	O/0.999555	Bo-B/0.000057	Bo-I/0.000016	Ch-B/0.000070	Ch-I/0.000011	DT-B/0.000003	DT-I/0.000005	O/0.999555	Si-B/0.000024	Si-I/0.000006	Sy-B/0.000135	Sy-I/0.000011	Tr-B/0.000095	Tr-I/0.000004	unct-B/0.000005	unct-I/0.000004
老	CHN	O/0.999359	Bo-B/0.000016	Bo-I/0.000078	Ch-B/0.000029	Ch-I/0.000076	DT-B/0.000004	DT-I/0.000010	O/0.999359	Si-B/0.000059	Si-I/0.000023	Sy-B/0.000066	Sy-I/0.000144	Tr-B/0.000034	Tr-I/0.000083	unct-B/0.000007	unct-I/0.000009
年	CHN	O/0.999657	Bo-B/0.000002	Bo-I/0.000016	Ch-B/0.000006	Ch-I/0.000023	DT-B/0.000001	DT-I/0.000003	O/0.999657	Si-B/0.000032	Si-I/0.000057	Sy-B/0.000038	Sy-I/0.000107	Tr-B/0.000013	Tr-I/0.000033	unct-B/0.000003	unct-I/0.000009
女	CHN	O/0.998391	Bo-B/0.000011	Bo-I/0.000002	Ch-B/0.000012	Ch-I/0.000011	DT-B/0.000003	DT-I/0.000014	O/0.998391	Si-B/0.000064	Si-I/0.000102	Sy-B/0.001136	Sy-I/0.000134	Tr-B/0.000043	Tr-I/0.000031	unct-B/0.000009	unct-I/0.000039
性	CHN	O/0.998098	Bo-B/0.000013	Bo-I/0.000008	Ch-B/0.000019	Ch-I/0.000013	DT-B/0.000008	DT-I/0.000064	O/0.998098	Si-B/0.000008	Si-I/0.000224	Sy-B/0.000028	Sy-I/0.001307	Tr-B/0.000015	Tr-I/0.000070	unct-B/0.000006	unct-I/0.000117
,	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
亚	CHN	O/0.993433	Bo-B/0.002770	Bo-I/0.000005	Ch-B/0.001419	Ch-I/0.000002	DT-B/0.000062	DT-I/0.000004	O/0.993433	Si-B/0.000944	Si-I/0.000003	Sy-B/0.000860	Sy-I/0.000001	Tr-B/0.000306	Tr-I/0.000002	unct-B/0.000187	unct-I/0.000003
急	CHN	O/0.994288	Bo-B/0.000014	Bo-I/0.002217	Ch-B/0.000076	Ch-I/0.001107	DT-B/0.000004	DT-I/0.000036	O/0.994288	Si-B/0.000166	Si-I/0.000879	Sy-B/0.000074	Sy-I/0.000737	Tr-B/0.000027	Tr-I/0.000229	unct-B/0.000009	unct-I/0.000137
性	CHN	O/0.997661	Bo-B/0.000004	Bo-I/0.000334	Ch-B/0.000010	Ch-I/0.000330	DT-B/0.000002	DT-I/0.000013	O/0.997661	Si-B/0.000023	Si-I/0.000898	Sy-B/0.000015	Sy-I/0.000512	Tr-B/0.000019	Tr-I/0.000068	unct-B/0.000003	unct-I/0.000108
起	CHN	O/0.998426	Bo-B/0.000007	Bo-I/0.000008	Ch-B/0.000006	Ch-I/0.000055	DT-B/0.000001	DT-I/0.000006	O/0.998426	Si-B/0.000008	Si-I/0.000805	Sy-B/0.000159	Sy-I/0.000362	Tr-B/0.000040	Tr-I/0.000045	unct-B/0.000003	unct-I/0.000068
病	CHN	O/0.998276	Bo-B/0.000011	Bo-I/0.000012	Ch-B/0.000019	Ch-I/0.000027	DT-B/0.000007	DT-I/0.000025	O/0.998276	Si-B/0.000010	Si-I/0.000827	Sy-B/0.000040	Sy-I/0.000518	Tr-B/0.000013	Tr-I/0.000104	unct-B/0.000006	unct-I/0.000106
。	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
因	CHN	O/0.999644	Bo-B/0.000068	Bo-I/0.000002	Ch-B/0.000181	Ch-I/0.000001	DT-B/0.000013	DT-I/0.000004	O/0.999644	Si-B/0.000011	Si-I/0.000002	Sy-B/0.000033	Sy-I/0.000001	Tr-B/0.000016	Tr-I/0.000003	unct-B/0.000018	unct-I/0.000002
“	PUNC	O/0.999991	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/0.999991	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000008	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
反	CHN	O/0.973694	Bo-B/0.000654	Bo-I/0.000004	Ch-B/0.000693	Ch-I/0.000008	DT-B/0.001012	DT-I/0.000019	O/0.973694	Si-B/0.000924	Si-I/0.000002	Sy-B/0.020756	Sy-I/0.000056	Tr-B/0.001941	Tr-I/0.000004	unct-B/0.000229	unct-I/0.000005
复	CHN	O/0.953133	Bo-B/0.000039	Bo-I/0.000437	Ch-B/0.000374	Ch-I/0.000632	DT-B/0.000046	DT-I/0.001049	O/0.953133	Si-B/0.000184	Si-I/0.000680	Sy-B/0.019805	Sy-I/0.021423	Tr-B/0.000385	Tr-I/0.001588	unct-B/0.000061	unct-I/0.000163
腹	CHN	Sy-B/0.922600	Bo-B/0.000053	Bo-I/0.000076	Ch-B/0.001994	Ch-I/0.000805	DT-B/0.000032	DT-I/0.000655	O/0.027021	Si-B/0.000167	Si-I/0.000601	Sy-B/0.922600	Sy-I/0.044308	Tr-B/0.000216	Tr-I/0.001338	unct-B/0.000064	unct-I/0.000069
痛	CHN	Sy-I/0.967259	Bo-B/0.000011	Bo-I/0.000077	Ch-B/0.000048	Ch-I/0.002759	DT-B/0.000007	DT-I/0.000480	O/0.027150	Si-B/0.000111	Si-I/0.000770	Sy-B/0.000011	Sy-I/0.967259	Tr-B/0.000010	Tr-I/0.001222	unct-B/0.000006	unct-I/0.000079
2	NUM	O/0.903612	Bo-B/0.000056	Bo-I/0.000291	Ch-B/0.000101	Ch-I/0.000071	DT-B/0.000163	DT-I/0.000071	O/0.903612	Si-B/0.002913	Si-I/0.002058	Sy-B/0.000161	Sy-I/0.090232	Tr-B/0.000105	Tr-I/0.000080	unct-B/0.000051	unct-I/0.000035
个	CHN	O/0.904820	Bo-B/0.000245	Bo-I/0.000107	Ch-B/0.000468	Ch-I/0.000150	DT-B/0.000065	DT-I/0.000252	O/0.904820	Si-B/0.001541	Si-I/0.005507	Sy-B/0.006629	Sy-I/0.079156	Tr-B/0.000649	Tr-I/0.000224	unct-B/0.000089	unct-I/0.000099
月	CHN	O/0.904929	Bo-B/0.000033	Bo-I/0.000260	Ch-B/0.000061	Ch-I/0.000468	DT-B/0.000023	DT-I/0.000384	O/0.904929	Si-B/0.000038	Si-I/0.007308	Sy-B/0.000177	Sy-I/0.085086	Tr-B/0.000048	Tr-I/0.000909	unct-B/0.000019	unct-I/0.000257
,	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
加	CHN	O/0.997633	Bo-B/0.000228	Bo-I/0.000000	Ch-B/0.000743	Ch-I/0.000001	DT-B/0.000016	DT-I/0.000002	O/0.997633	Si-B/0.000045	Si-I/0.000000	Sy-B/0.001235	Sy-I/0.000000	Tr-B/0.000071	Tr-I/0.000003	unct-B/0.000022	unct-I/0.000000
重	CHN	O/0.997391	Bo-B/0.000014	Bo-I/0.000127	Ch-B/0.000412	Ch-I/0.000601	DT-B/0.000008	DT-I/0.000023	O/0.997391	Si-B/0.000056	Si-I/0.000043	Sy-B/0.000018	Sy-I/0.001179	Tr-B/0.000038	Tr-I/0.000073	unct-B/0.000007	unct-I/0.000011
1	NUM	O/0.999899	Bo-B/0.000002	Bo-I/0.000004	Ch-B/0.000003	Ch-I/0.000007	DT-B/0.000001	DT-I/0.000000	O/0.999899	Si-B/0.000018	Si-I/0.000043	Sy-B/0.000005	Sy-I/0.000008	Tr-B/0.000006	Tr-I/0.000003	unct-B/0.000000	unct-I/0.000000
周	CHN	O/0.999206	Bo-B/0.000051	Bo-I/0.000021	Ch-B/0.000143	Ch-I/0.000011	DT-B/0.000031	DT-I/0.000048	O/0.999206	Si-B/0.000076	Si-I/0.000091	Sy-B/0.000174	Sy-I/0.000012	Tr-B/0.000046	Tr-I/0.000044	unct-B/0.000036	unct-I/0.000009
”	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
入	CHN	O/0.999725	Bo-B/0.000061	Bo-I/0.000000	Ch-B/0.000008	Ch-I/0.000000	DT-B/0.000007	DT-I/0.000001	O/0.999725	Si-B/0.000009	Si-I/0.000000	Sy-B/0.000135	Sy-I/0.000000	Tr-B/0.000046	Tr-I/0.000001	unct-B/0.000007	unct-I/0.000000
院	CHN	O/0.999713	Bo-B/0.000004	Bo-I/0.000027	Ch-B/0.000006	Ch-I/0.000003	DT-B/0.000002	DT-I/0.000010	O/0.999713	Si-B/0.000004	Si-I/0.000012	Sy-B/0.000014	Sy-I/0.000132	Tr-B/0.000005	Tr-I/0.000052	unct-B/0.000002	unct-I/0.000015
。	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
查	CHN	O/0.997964	Bo-B/0.000465	Bo-I/0.000000	Ch-B/0.000916	Ch-I/0.000003	DT-B/0.000017	DT-I/0.000001	O/0.997964	Si-B/0.000052	Si-I/0.000001	Sy-B/0.000355	Sy-I/0.000000	Tr-B/0.000185	Tr-I/0.000001	unct-B/0.000037	unct-I/0.000001
体	CHN	O/0.996952	Bo-B/0.000029	Bo-I/0.000387	Ch-B/0.000639	Ch-I/0.001001	DT-B/0.000019	DT-I/0.000069	O/0.996952	Si-B/0.000030	Si-I/0.000094	Sy-B/0.000081	Sy-I/0.000356	Tr-B/0.000037	Tr-I/0.000222	unct-B/0.000015	unct-I/0.000070
:	PUNC	O/0.999996	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000001	DT-B/0.000000	DT-I/0.000000	O/0.999996	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000001	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
双	CHN	Bo-B/0.790107	Bo-B/0.790107	Bo-I/0.000140	Ch-B/0.001328	Ch-I/0.000003	DT-B/0.000282	DT-I/0.000011	O/0.187272	Si-B/0.001656	Si-I/0.000003	Sy-B/0.018056	Sy-I/0.000005	Tr-B/0.000808	Tr-I/0.000005	unct-B/0.000317	unct-I/0.000005
肺	CHN	Bo-I/0.789803	Bo-B/0.000014	Bo-I/0.789803	Ch-B/0.000014	Ch-I/0.001079	DT-B/0.000008	DT-I/0.000106	O/0.190308	Si-B/0.000013	Si-I/0.001111	Sy-B/0.000013	Sy-I/0.016848	Tr-B/0.000018	Tr-I/0.000565	unct-B/0.000009	unct-I/0.000093
呼	CHN	O/0.990973	Bo-B/0.000004	Bo-I/0.001835	Ch-B/0.000030	Ch-I/0.000075	DT-B/0.000002	DT-I/0.000026	O/0.990973	Si-B/0.000002	Si-I/0.000064	Sy-B/0.000002	Sy-I/0.006924	Tr-B/0.000004	Tr-I/0.000040	unct-B/0.000003	unct-I/0.000017
吸	CHN	O/0.994357	Bo-B/0.000003	Bo-I/0.000166	Ch-B/0.000005	Ch-I/0.000065	DT-B/0.000001	DT-I/0.000005	O/0.994357	Si-B/0.000005	Si-I/0.000018	Sy-B/0.000028	Sy-I/0.005318	Tr-B/0.000009	Tr-I/0.000012	unct-B/0.000002	unct-I/0.000005
音	CHN	O/0.995546	Bo-B/0.000005	Bo-I/0.000005	Ch-B/0.000003	Ch-I/0.000016	DT-B/0.000001	DT-I/0.000004	O/0.995546	Si-B/0.000004	Si-I/0.000012	Sy-B/0.000050	Sy-I/0.004321	Tr-B/0.000015	Tr-I/0.000011	unct-B/0.000001	unct-I/0.000005
清	CHN	O/0.996301	Bo-B/0.000004	Bo-I/0.000004	Ch-B/0.000007	Ch-I/0.000004	DT-B/0.000002	DT-I/0.000016	O/0.996301	Si-B/0.000004	Si-I/0.000023	Sy-B/0.000015	Sy-I/0.003575	Tr-B/0.000005	Tr-I/0.000026	unct-B/0.000002	unct-I/0.000013
,	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
未	CHN	O/0.999894	Bo-B/0.000031	Bo-I/0.000000	Ch-B/0.000018	Ch-I/0.000000	DT-B/0.000001	DT-I/0.000000	O/0.999894	Si-B/0.000003	Si-I/0.000000	Sy-B/0.000040	Sy-I/0.000000	Tr-B/0.000010	Tr-I/0.000000	unct-B/0.000002	unct-I/0.000000
闻	CHN	O/0.999819	Bo-B/0.000006	Bo-I/0.000020	Ch-B/0.000014	Ch-I/0.000012	DT-B/0.000002	DT-I/0.000003	O/0.999819	Si-B/0.000007	Si-I/0.000002	Sy-B/0.000048	Sy-I/0.000041	Tr-B/0.000009	Tr-I/0.000012	unct-B/0.000002	unct-I/0.000002
及	CHN	O/0.999439	Bo-B/0.000004	Bo-I/0.000004	Ch-B/0.000081	Ch-I/0.000011	DT-B/0.000001	DT-I/0.000002	O/0.999439	Si-B/0.000012	Si-I/0.000003	Sy-B/0.000352	Sy-I/0.000077	Tr-B/0.000008	Tr-I/0.000001	unct-B/0.000002	unct-I/0.000002
干	CHN	Sy-B/0.525118	Bo-B/0.000131	Bo-I/0.000080	Ch-B/0.229453	Ch-I/0.000974	DT-B/0.000082	DT-I/0.000106	O/0.240692	Si-B/0.000900	Si-I/0.000079	Sy-B/0.525118	Sy-I/0.001144	Tr-B/0.000871	Tr-I/0.000021	unct-B/0.000224	unct-I/0.000125
湿	CHN	Sy-I/0.524594	Bo-B/0.000011	Bo-I/0.000108	Ch-B/0.001683	Ch-I/0.232070	DT-B/0.000010	DT-I/0.000107	O/0.238273	Si-B/0.000143	Si-I/0.000936	Sy-B/0.001173	Sy-I/0.524594	Tr-B/0.000073	Tr-I/0.000463	unct-B/0.000028	unct-I/0.000328
性	CHN	Sy-I/0.524078	Bo-B/0.000010	Bo-I/0.000049	Ch-B/0.001571	Ch-I/0.233859	DT-B/0.000011	DT-I/0.000088	O/0.237087	Si-B/0.000063	Si-I/0.001057	Sy-B/0.001204	Sy-I/0.524078	Tr-B/0.000168	Tr-I/0.000358	unct-B/0.000022	unct-I/0.000375
啰	CHN	Sy-I/0.523824	Bo-B/0.000045	Bo-I/0.000017	Ch-B/0.000415	Ch-I/0.234376	DT-B/0.000008	DT-I/0.000105	O/0.237307	Si-B/0.000019	Si-I/0.001048	Sy-B/0.001836	Sy-I/0.523824	Tr-B/0.000163	Tr-I/0.000510	unct-B/0.000014	unct-I/0.000312
音	CHN	Sy-I/0.525128	Bo-B/0.000049	Bo-I/0.000139	Ch-B/0.000071	Ch-I/0.231933	DT-B/0.000031	DT-I/0.000332	O/0.239525	Si-B/0.000043	Si-I/0.001148	Sy-B/0.000165	Sy-I/0.525128	Tr-B/0.000053	Tr-I/0.000891	unct-B/0.000025	unct-I/0.000468
;	PUNC	O/0.999933	Bo-B/0.000004	Bo-I/0.000002	Ch-B/0.000001	Ch-I/0.000013	DT-B/0.000001	DT-I/0.000001	O/0.999933	Si-B/0.000001	Si-I/0.000000	Sy-B/0.000004	Sy-I/0.000033	Tr-B/0.000001	Tr-I/0.000001	unct-B/0.000001	unct-I/0.000001
心	CHN	Bo-B/0.536509	Bo-B/0.536509	Bo-I/0.000246	Ch-B/0.002883	Ch-I/0.000002	DT-B/0.000389	DT-I/0.000017	O/0.457798	Si-B/0.000565	Si-I/0.000001	Sy-B/0.000985	Sy-I/0.000003	Tr-B/0.000258	Tr-I/0.000002	unct-B/0.000337	unct-I/0.000005
前	CHN	Bo-I/0.539273	Bo-B/0.002441	Bo-I/0.539273	Ch-B/0.000028	Ch-I/0.001367	DT-B/0.000013	DT-I/0.000085	O/0.455691	Si-B/0.000040	Si-I/0.000105	Sy-B/0.000044	Sy-I/0.000690	Tr-B/0.000055	Tr-I/0.000076	unct-B/0.000018	unct-I/0.000074
区	CHN	Bo-I/0.544261	Bo-B/0.000080	Bo-I/0.544261	Ch-B/0.000049	Ch-I/0.000575	DT-B/0.000012	DT-I/0.000036	O/0.454226	Si-B/0.000028	Si-I/0.000051	Sy-B/0.000025	Sy-I/0.000500	Tr-B/0.000055	Tr-I/0.000055	unct-B/0.000023	unct-I/0.000025
无	CHN	O/0.999381	Bo-B/0.000001	Bo-I/0.000423	Ch-B/0.000002	Ch-I/0.000013	DT-B/0.000001	DT-I/0.000010	O/0.999381	Si-B/0.000002	Si-I/0.000010	Sy-B/0.000014	Sy-I/0.000074	Tr-B/0.000006	Tr-I/0.000022	unct-B/0.000002	unct-I/0.000038
隆	CHN	O/0.930412	Bo-B/0.000039	Bo-I/0.000055	Ch-B/0.000036	Ch-I/0.000017	DT-B/0.000009	DT-I/0.000032	O/0.930412	Si-B/0.000197	Si-I/0.000022	Sy-B/0.068801	Sy-I/0.000125	Tr-B/0.000131	Tr-I/0.000045	unct-B/0.000019	unct-I/0.000059
起	CHN	O/0.930192	Bo-B/0.000020	Bo-I/0.000051	Ch-B/0.000034	Ch-I/0.000040	DT-B/0.000012	DT-I/0.000103	O/0.930192	Si-B/0.000021	Si-I/0.000261	Sy-B/0.000095	Sy-I/0.068832	Tr-B/0.000026	Tr-I/0.000191	unct-B/0.000010	unct-I/0.000113
,	PUNC	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
心	CHN	O/0.992987	Bo-B/0.001529	Bo-I/0.000004	Ch-B/0.002858	Ch-I/0.000001	DT-B/0.000052	DT-I/0.000004	O/0.992987	Si-B/0.000315	Si-I/0.000001	Sy-B/0.002075	Sy-I/0.000002	Tr-B/0.000093	Tr-I/0.000001	unct-B/0.000077	unct-I/0.000001
界	CHN	O/0.993864	Bo-B/0.000009	Bo-I/0.001273	Ch-B/0.000015	Ch-I/0.002418	DT-B/0.000004	DT-I/0.000027	O/0.993864	Si-B/0.000014	Si-I/0.000237	Sy-B/0.000081	Sy-I/0.001930	Tr-B/0.000022	Tr-I/0.000063	unct-B/0.000006	unct-I/0.000036
不	CHN	O/0.997955	Bo-B/0.000002	Bo-I/0.000012	Ch-B/0.000001	Ch-I/0.000076	DT-B/0.000001	DT-I/0.000004	O/0.997955	Si-B/0.000002	Si-I/0.000067	Sy-B/0.000403	Sy-I/0.001431	Tr-B/0.000009	Tr-I/0.000018	unct-B/0.000001	unct-I/0.000017
大	CHN	O/0.997642	Bo-B/0.000013	Bo-I/0.000006	Ch-B/0.000029	Ch-I/0.000011	DT-B/0.000008	DT-I/0.000037	O/0.997642	Si-B/0.000018	Si-I/0.000079	Sy-B/0.000105	Sy-I/0.001944	Tr-B/0.000017	Tr-I/0.000034	unct-B/0.000007	unct-I/0.000050
,	PUNC	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000001	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
心	CHN	Ch-B/0.998940	Bo-B/0.000077	Bo-I/0.000000	Ch-B/0.998940	Ch-I/0.000013	DT-B/0.000028	DT-I/0.000004	O/0.000364	Si-B/0.000052	Si-I/0.000000	Sy-B/0.000445	Sy-I/0.000000	Tr-B/0.000046	Tr-I/0.000002	unct-B/0.000030	unct-I/0.000001
率	CHN	Ch-I/0.999083	Bo-B/0.000002	Bo-I/0.000041	Ch-B/0.000026	Ch-I/0.999083	DT-B/0.000002	DT-I/0.000034	O/0.000353	Si-B/0.000003	Si-I/0.000046	Sy-B/0.000001	Sy-I/0.000329	Tr-B/0.000002	Tr-I/0.000069	unct-B/0.000002	unct-I/0.000008
